YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,"PRODN PRACTICE","AREA HARVESTED in ACRES","AREA PLANTED in ACRES","PRODUCTION in BU","YIELD in BU / ACRE"
2000,"IOWA, SOUTHEAST, JEFFERSON",19,90,101,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","66,800","67,000","2,553,000",38.2
2000,"IOWA, SOUTHEAST, KEOKUK",19,90,107,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","91,800","92,000","3,918,000",42.7
2000,"IOWA, SOUTHEAST, LEE",19,90,111,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","68,900","69,000","2,774,000",40.3
2000,"IOWA, SOUTHEAST, LOUISA",19,90,115,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","71,800","72,000","2,750,000",38.3
2000,"IOWA, SOUTHEAST, MAHASKA",19,90,123,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","103,800","104,000","4,587,000",44.2
2000,"IOWA, SOUTHEAST, VAN BUREN",19,90,177,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","47,800","48,000","1,858,000",38.9
2000,"IOWA, SOUTHEAST, WAPELLO",19,90,179,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","54,700","55,000","2,202,000",40.3
2000,"IOWA, SOUTHEAST, WASHINGTON",19,90,183,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","103,800","104,000","4,228,000",40.7
2000,"IOWA, SOUTHWEST, ADAIR",19,70,001,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","101,800","102,000","4,070,000",40
2000,"IOWA, SOUTHWEST, ADAMS",19,70,003,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","59,800","60,000","2,494,000",41.7
2000,"IOWA, SOUTHWEST, CASS",19,70,029,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","112,800","113,000","4,616,000",40.9
2000,"IOWA, SOUTHWEST, FREMONT",19,70,071,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","120,600","121,000","5,033,000",41.7
2000,"IOWA, SOUTHWEST, MILLS",19,70,129,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","94,800","95,000","3,820,000",40.3
2000,"IOWA, SOUTHWEST, MONTGOMERY",19,70,137,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","87,900","88,000","3,708,000",42.2
2000,"IOWA, SOUTHWEST, PAGE",19,70,145,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","98,800","99,000","4,257,000",43.1
2000,"IOWA, SOUTHWEST, POTTAWATTAMIE",19,70,155,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","206,700","207,000","8,945,000",43.3
2000,"IOWA, SOUTHWEST, TAYLOR",19,70,173,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","71,800","72,000","2,880,000",40.1
2000,"IOWA, WEST CENTRAL, AUDUBON",19,40,009,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","99,800","100,000","3,988,000",40
2000,"IOWA, WEST CENTRAL, CALHOUN",19,40,025,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","155,800","156,000","6,241,000",40.1
2000,"IOWA, WEST CENTRAL, CARROLL",19,40,027,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","141,800","142,000","5,540,000",39.1
2000,"IOWA, WEST CENTRAL, CRAWFORD",19,40,047,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","158,700","159,000","6,042,000",38.1
2000,"IOWA, WEST CENTRAL, GREENE",19,40,073,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","149,600","150,000","5,881,000",39.3
2000,"IOWA, WEST CENTRAL, GUTHRIE",19,40,077,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","99,800","100,000","3,884,000",38.9
2000,"IOWA, WEST CENTRAL, HARRISON",19,40,085,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","142,800","143,000","5,746,000",40.2
2000,"IOWA, WEST CENTRAL, IDA",19,40,093,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","107,800","108,000","3,799,000",35.2
2000,"IOWA, WEST CENTRAL, MONONA",19,40,133,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","143,700","144,000","5,407,000",37.6
2000,"IOWA, WEST CENTRAL, SAC",19,40,161,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","145,800","146,000","4,912,000",33.7
2000,"IOWA, WEST CENTRAL, SHELBY",19,40,165,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","138,600","139,000","5,336,000",38.5
2000,"IOWA, WEST CENTRAL, WOODBURY",19,40,193,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","168,800","169,000","6,029,000",35.7
2000,"MINNESOTA, CENTRAL, BENTON",27,50,009,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","25,000","25,600","825,000",33
2000,"MINNESOTA, CENTRAL, CARVER",27,50,019,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","45,800","46,500","2,290,000",50
2000,"MINNESOTA, CENTRAL, KANDIYOHI",27,50,067,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","122,200","124,100","5,132,400",42
2000,"MINNESOTA, CENTRAL, MCLEOD",27,50,085,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","96,800","98,500","4,452,800",46
2000,"MINNESOTA, CENTRAL, MEEKER",27,50,093,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","115,500","117,500","4,620,000",40
2000,"MINNESOTA, CENTRAL, MORRISON",27,50,097,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","14,900","15,200","506,600",34
2000,"MINNESOTA, CENTRAL, RENVILLE",27,50,129,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","243,800","247,900","10,971,000",45
2000,"MINNESOTA, CENTRAL, SCOTT",27,50,139,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","34,600","35,100","1,764,600",51
2000,"MINNESOTA, CENTRAL, SHERBURNE",27,50,141,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","16,500","17,100","511,500",31
2000,"MINNESOTA, CENTRAL, SIBLEY",27,50,143,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","123,500","125,400","5,804,500",47
2000,"MINNESOTA, CENTRAL, STEARNS",27,50,145,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","94,300","96,000","3,489,100",37
2000,"MINNESOTA, CENTRAL, TODD",27,50,153,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","27,400","27,800","1,013,800",37
2000,"MINNESOTA, CENTRAL, WADENA",27,50,159,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","3,100","3,200","86,800",28
2000,"MINNESOTA, CENTRAL, WRIGHT",27,50,171,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","77,100","78,300","3,006,900",39
2000,"MINNESOTA, EAST CENTRAL, ANOKA",27,60,003,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","5,900","6,000","159,300",27
2000,"MINNESOTA, EAST CENTRAL, CHISAGO",27,60,025,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","22,400","22,900","672,000",30
2000,"MINNESOTA, EAST CENTRAL, HENNEPIN",27,60,053,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","15,800","16,100","632,000",40
2000,"MINNESOTA, EAST CENTRAL, ISANTI",27,60,059,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","33,100","33,700","893,700",27
2000,"MINNESOTA, EAST CENTRAL, KANABEC",27,60,065,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","9,200","9,300","303,600",33
2000,"MINNESOTA, EAST CENTRAL, MILLE LACS",27,60,095,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","11,900","12,100","404,600",34
2000,"MINNESOTA, EAST CENTRAL, OTHER (COMBINED) COUNTIES",27,60,"   ",YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES",800,900,"21,200",26.5
2000,"MINNESOTA, EAST CENTRAL, PINE",27,60,115,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","8,900","9,000","284,800",32
2000,"MINNESOTA, EAST CENTRAL, WASHINGTON",27,60,163,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","15,900","16,400","667,800",42
2000,"MINNESOTA, NORTHWEST, BECKER",27,10,005,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","79,700","80,900","2,391,000",30
2000,"MINNESOTA, NORTHWEST, CLAY",27,10,027,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","135,400","143,300","4,468,200",33
2000,"MINNESOTA, NORTHWEST, CLEARWATER",27,10,029,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","3,300","3,400","99,000",30
2000,"MINNESOTA, NORTHWEST, KITTSON",27,10,069,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","43,400","44,200","1,345,400",31
2000,"MINNESOTA, NORTHWEST, MAHNOMEN",27,10,087,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","47,400","48,000","1,611,600",34
2000,"MINNESOTA, NORTHWEST, MARSHALL",27,10,089,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","117,300","120,000","3,636,300",31
2000,"MINNESOTA, NORTHWEST, NORMAN",27,10,107,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","139,900","147,600","4,476,800",32
2000,"MINNESOTA, NORTHWEST, PENNINGTON",27,10,113,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","47,800","53,000","1,290,600",27
2000,"MINNESOTA, NORTHWEST, POLK",27,10,119,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","236,000","242,800","7,552,000",32
2000,"MINNESOTA, NORTHWEST, RED LAKE",27,10,125,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","58,900","60,900","1,825,900",31
2000,"MINNESOTA, NORTHWEST, ROSEAU",27,10,135,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","8,900","9,300","267,000",30
2000,"MINNESOTA, SOUTH CENTRAL, BLUE EARTH",27,80,013,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","172,100","175,400","7,744,500",45
2000,"MINNESOTA, SOUTH CENTRAL, BROWN",27,80,015,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","137,700","140,100","6,196,500",45
2000,"MINNESOTA, SOUTH CENTRAL, FARIBAULT",27,80,043,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","171,800","175,200","7,902,800",46
2000,"MINNESOTA, SOUTH CENTRAL, FREEBORN",27,80,047,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","150,300","155,200","6,763,500",45
2000,"MINNESOTA, SOUTH CENTRAL, LE SUEUR",27,80,079,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","86,900","88,400","4,171,200",48
2000,"MINNESOTA, SOUTH CENTRAL, MARTIN",27,80,091,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","186,600","190,300","8,397,000",45
2000,"MINNESOTA, SOUTH CENTRAL, NICOLLET",27,80,103,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","101,500","103,200","4,872,000",48
2000,"MINNESOTA, SOUTH CENTRAL, RICE",27,80,131,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","67,200","68,200","3,225,600",48
2000,"MINNESOTA, SOUTH CENTRAL, STEELE",27,80,147,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","89,200","90,700","4,103,200",46
2000,"MINNESOTA, SOUTH CENTRAL, WASECA",27,80,161,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","98,700","100,800","4,540,200",46
2000,"MINNESOTA, SOUTH CENTRAL, WATONWAN",27,80,165,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","114,900","116,600","4,940,700",43
2000,"MINNESOTA, SOUTHEAST, DAKOTA",27,90,037,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","69,700","70,700","3,136,500",45
2000,"MINNESOTA, SOUTHEAST, DODGE",27,90,039,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","93,600","94,900","4,399,200",47
2000,"MINNESOTA, SOUTHEAST, FILLMORE",27,90,045,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","99,500","101,100","4,577,000",46
2000,"MINNESOTA, SOUTHEAST, GOODHUE",27,90,049,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","92,700","94,400","4,542,300",49
2000,"MINNESOTA, SOUTHEAST, HOUSTON",27,90,055,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","27,100","28,200","1,165,300",43
2000,"MINNESOTA, SOUTHEAST, MOWER",27,90,099,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","166,100","169,500","7,474,500",45
2000,"MINNESOTA, SOUTHEAST, OLMSTED",27,90,109,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","74,700","75,900","3,436,200",46
2000,"MINNESOTA, SOUTHEAST, WABASHA",27,90,157,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","35,500","36,200","1,810,500",51
2000,"MINNESOTA, SOUTHEAST, WINONA",27,90,169,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","26,000","26,400","1,274,000",49
2000,"MINNESOTA, SOUTHWEST, COTTONWOOD",27,70,033,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","164,900","167,900","6,925,800",42
2000,"MINNESOTA, SOUTHWEST, JACKSON",27,70,063,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","170,200","174,200","7,148,400",42
2000,"MINNESOTA, SOUTHWEST, LINCOLN",27,70,081,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","103,100","104,700","4,020,900",39
2000,"MINNESOTA, SOUTHWEST, LYON",27,70,083,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","166,300","169,000","6,652,000",40
2000,"MINNESOTA, SOUTHWEST, MURRAY",27,70,101,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","166,700","169,300","7,168,100",43
2000,"MINNESOTA, SOUTHWEST, NOBLES",27,70,105,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","182,700","189,900","8,038,800",44
2000,"MINNESOTA, SOUTHWEST, PIPESTONE",27,70,117,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","94,700","96,200","3,788,000",40
2000,"MINNESOTA, SOUTHWEST, REDWOOD",27,70,127,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","226,500","230,500","9,739,500",43
2000,"MINNESOTA, SOUTHWEST, ROCK",27,70,133,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","118,000","119,800","5,546,000",47
2000,"MINNESOTA, WEST CENTRAL, BIG STONE",27,40,011,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","119,400","121,300","4,656,600",39
2000,"MINNESOTA, WEST CENTRAL, CHIPPEWA",27,40,023,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","133,500","136,000","5,607,000",42
2000,"MINNESOTA, WEST CENTRAL, DOUGLAS",27,40,041,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","65,800","66,800","2,434,600",37
2000,"MINNESOTA, WEST CENTRAL, GRANT",27,40,051,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","125,500","127,600","4,769,000",38
2000,"MINNESOTA, WEST CENTRAL, LAC QUI PARLE",27,40,073,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","184,500","187,300","7,011,000",38
2000,"MINNESOTA, WEST CENTRAL, OTTER TAIL",27,40,111,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","127,900","130,000","4,604,400",36
2000,"MINNESOTA, WEST CENTRAL, POPE",27,40,121,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","86,500","88,000","3,546,500",41
2000,"MINNESOTA, WEST CENTRAL, STEVENS",27,40,149,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","135,800","137,800","5,703,600",42
2000,"MINNESOTA, WEST CENTRAL, SWIFT",27,40,151,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","155,300","158,300","6,056,700",39
2000,"MINNESOTA, WEST CENTRAL, TRAVERSE",27,40,155,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","144,600","146,700","5,494,800",38
2000,"MINNESOTA, WEST CENTRAL, WILKIN",27,40,167,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","140,000","142,100","4,620,000",33
2000,"MINNESOTA, WEST CENTRAL, YELLOW MEDICINE",27,40,173,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","186,600","189,400","7,277,400",39
2001,"ILLINOIS, CENTRAL, DE WITT",17,40,039,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","96,500","97,000","4,632,000",48
2001,"ILLINOIS, CENTRAL, LOGAN",17,40,107,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","164,100","165,000","7,712,700",47
2001,"ILLINOIS, CENTRAL, MACON",17,40,115,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","140,300","141,000","6,594,100",47
2001,"ILLINOIS, CENTRAL, MARSHALL",17,40,123,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","81,600","82,000","3,835,200",47
2001,"ILLINOIS, CENTRAL, MASON",17,40,125,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","104,200","105,000","4,480,600",43
2001,"ILLINOIS, CENTRAL, MCLEAN",17,40,113,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","304,300","306,000","14,910,700",49
2001,"ILLINOIS, CENTRAL, MENARD",17,40,129,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","75,500","76,000","3,624,000",48
2001,"ILLINOIS, CENTRAL, PEORIA",17,40,143,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","90,500","91,000","4,163,000",46
2001,"ILLINOIS, CENTRAL, STARK",17,40,175,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","71,400","73,000","3,570,000",50
2001,"ILLINOIS, CENTRAL, TAZEWELL",17,40,179,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","129,300","130,000","6,594,300",51
2001,"ILLINOIS, CENTRAL, WOODFORD",17,40,203,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","127,300","128,000","6,492,300",51
2001,"ILLINOIS, EAST SOUTHEAST, CLARK",17,70,023,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","107,400","108,000","4,940,400",46
2001,"ILLINOIS, EAST SOUTHEAST, CLAY",17,70,025,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","112,000","113,000","4,368,000",39
2001,"ILLINOIS, EAST SOUTHEAST, COLES",17,70,029,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","114,300","115,000","5,715,000",50
2001,"ILLINOIS, EAST SOUTHEAST, CRAWFORD",17,70,033,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","91,300","92,000","3,834,600",42
2001,"ILLINOIS, EAST SOUTHEAST, CUMBERLAND",17,70,035,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","73,600","74,000","3,091,200",42
2001,"ILLINOIS, EAST SOUTHEAST, DOUGLAS",17,70,041,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","118,300","119,000","6,033,300",51
2001,"ILLINOIS, EAST SOUTHEAST, EDGAR",17,70,045,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","154,100","155,000","7,550,900",49
2001,"ILLINOIS, EAST SOUTHEAST, EFFINGHAM",17,70,049,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","102,900","104,000","4,424,700",43
2001,"ILLINOIS, EAST SOUTHEAST, FAYETTE",17,70,051,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","142,500","144,000","5,700,000",40
2001,"ILLINOIS, EAST SOUTHEAST, JASPER",17,70,079,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","122,300","123,000","5,381,200",44
2001,"ILLINOIS, EAST SOUTHEAST, LAWRENCE",17,70,101,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","82,200","83,000","3,452,400",42
2001,"ILLINOIS, EAST SOUTHEAST, MARION",17,70,121,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","100,400","102,000","4,016,000",40
2001,"ILLINOIS, EAST SOUTHEAST, MOULTRIE",17,70,139,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","83,500","84,000","4,175,000",50
2001,"ILLINOIS, EAST SOUTHEAST, RICHLAND",17,70,159,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","95,400","96,000","3,816,000",40
2001,"ILLINOIS, EAST SOUTHEAST, SHELBY",17,70,173,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","165,800","167,000","6,797,800",41
2001,"ILLINOIS, EAST, CHAMPAIGN",17,50,019,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","262,300","264,000","12,065,800",46
2001,"ILLINOIS, EAST, FORD",17,50,053,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","134,200","135,000","6,039,000",45
2001,"ILLINOIS, EAST, IROQUOIS",17,50,075,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","290,100","292,000","14,214,900",49
2001,"ILLINOIS, EAST, KANKAKEE",17,50,091,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","148,100","149,000","6,516,400",44
2001,"ILLINOIS, EAST, LIVINGSTON",17,50,105,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","285,900","289,000","12,865,500",45
2001,"ILLINOIS, EAST, PIATT",17,50,147,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","126,700","128,000","6,081,600",48
2001,"ILLINOIS, EAST, VERMILION",17,50,183,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","214,700","216,000","10,949,700",51
2001,"ILLINOIS, NORTHEAST, BOONE",17,20,007,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","55,600","56,000","2,502,000",45
2001,"ILLINOIS, NORTHEAST, COOK",17,20,031,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","9,900","10,000","425,700",43
2001,"ILLINOIS, NORTHEAST, DE KALB",17,20,037,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","147,700","149,000","6,794,200",46
2001,"ILLINOIS, NORTHEAST, DU PAGE",17,20,043,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","4,900","5,000","161,700",33
2001,"ILLINOIS, NORTHEAST, GRUNDY",17,20,063,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","97,300","98,000","4,281,200",44
2001,"ILLINOIS, NORTHEAST, KANE",17,20,089,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","72,500","73,000","2,972,500",41
2001,"ILLINOIS, NORTHEAST, KENDALL",17,20,093,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","72,500","73,000","3,045,000",42
2001,"ILLINOIS, NORTHEAST, LA SALLE",17,20,099,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","261,200","263,000","12,015,200",46
2001,"ILLINOIS, NORTHEAST, LAKE",17,20,097,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","13,900","14,000","486,500",35
2001,"ILLINOIS, NORTHEAST, MCHENRY",17,20,111,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","76,400","77,000","3,285,200",43
2001,"ILLINOIS, NORTHEAST, WILL",17,20,197,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","119,100","120,000","5,002,200",42
2001,"ILLINOIS, NORTHWEST, BUREAU",17,10,011,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","186,000","187,000","9,114,000",49
2001,"ILLINOIS, NORTHWEST, CARROLL",17,10,015,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","58,600","59,000","3,223,000",55
2001,"ILLINOIS, NORTHWEST, HENRY",17,10,073,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","178,200","180,000","8,375,400",47
2001,"ILLINOIS, NORTHWEST, JO DAVIESS",17,10,085,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","43,700","44,000","2,141,300",49
2001,"ILLINOIS, NORTHWEST, LEE",17,10,103,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","148,100","150,000","6,812,600",46
2001,"ILLINOIS, NORTHWEST, MERCER",17,10,131,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","111,400","112,000","5,235,800",47
2001,"ILLINOIS, NORTHWEST, OGLE",17,10,141,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","125,100","126,000","5,879,700",47
2001,"ILLINOIS, NORTHWEST, PUTNAM",17,10,155,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","30,800","31,000","1,478,400",48
2001,"ILLINOIS, NORTHWEST, ROCK ISLAND",17,10,161,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","56,700","57,000","2,664,900",47
2001,"ILLINOIS, NORTHWEST, STEPHENSON",17,10,177,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","84,500","85,000","3,887,000",46
2001,"ILLINOIS, NORTHWEST, WHITESIDE",17,10,195,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","125,300","126,000","5,763,800",46
2001,"ILLINOIS, NORTHWEST, WINNEBAGO",17,10,201,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","66,600","67,000","2,530,800",38
2001,"ILLINOIS, SOUTHEAST, EDWARDS",17,90,047,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","40,700","41,000","1,587,300",39
2001,"ILLINOIS, SOUTHEAST, FRANKLIN",17,90,055,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","71,500","72,000","2,860,000",40
2001,"ILLINOIS, SOUTHEAST, GALLATIN",17,90,059,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","72,500","73,000","3,117,500",43
2001,"ILLINOIS, SOUTHEAST, HAMILTON",17,90,065,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","86,500","87,000","3,546,500",41
2001,"ILLINOIS, SOUTHEAST, HARDIN",17,90,069,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","4,900","5,000","156,800",32
2001,"ILLINOIS, SOUTHEAST, JEFFERSON",17,90,081,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","88,400","89,000","3,447,600",39
2001,"ILLINOIS, SOUTHEAST, MASSAC",17,90,127,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","37,800","38,000","1,436,400",38
2001,"ILLINOIS, SOUTHEAST, POPE",17,90,151,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","11,900","12,000","368,900",31
2001,"ILLINOIS, SOUTHEAST, SALINE",17,90,165,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","57,600","58,000","2,592,000",45
2001,"ILLINOIS, SOUTHEAST, WABASH",17,90,185,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","56,700","57,000","2,438,100",43
2001,"ILLINOIS, SOUTHEAST, WAYNE",17,90,191,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","130,200","132,000","4,557,000",35
2001,"ILLINOIS, SOUTHEAST, WHITE",17,90,193,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","109,300","110,000","4,481,300",41
2001,"ILLINOIS, SOUTHWEST, ALEXANDER",17,80,003,YEAR,SOYBEANS,"ALL PRODUCTION PRACTICES","35,800","36,000","1,253,000",35
