YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,"AREA OPERATED in ACRES","AREA OPERATED in ACRES / OPERATION","OPERATIONS in OPERATIONS"
2017,OREGON,41,"  ","   ",YEAR,"FARM OPERATIONS","16,000,000",426,"37,600"
2017,"OTHER STATES","  ","  ","   ",YEAR,"FARM OPERATIONS",0," ",0
2017,PENNSYLVANIA,42,"  ","   ",YEAR,"FARM OPERATIONS","7,300,000",137,"53,200"
2017,"RHODE ISLAND",44,"  ","   ",YEAR,"FARM OPERATIONS","60,000",55,"1,100"
2017,"SOUTH CAROLINA",45,"  ","   ",YEAR,"FARM OPERATIONS","4,700,000",190,"24,800"
2017,"SOUTH DAKOTA",46,"  ","   ",YEAR,"FARM OPERATIONS","43,200,000","1,440","30,000"
2017,TENNESSEE,47,"  ","   ",YEAR,"FARM OPERATIONS","10,900,000",156,"70,000"
2017,TEXAS,48,"  ","   ",YEAR,"FARM OPERATIONS","127,000,000",511,"248,500"
2017,UTAH,49,"  ","   ",YEAR,"FARM OPERATIONS","10,800,000",587,"18,400"
2017,VERMONT,50,"  ","   ",YEAR,"FARM OPERATIONS","1,200,000",176,"6,800"
2017,VIRGINIA,51,"  ","   ",YEAR,"FARM OPERATIONS","7,800,000",181,"43,200"
2017,WASHINGTON,53,"  ","   ",YEAR,"FARM OPERATIONS","14,700,000",411,"35,800"
2017,"WEST VIRGINIA",54,"  ","   ",YEAR,"FARM OPERATIONS","3,700,000",157,"23,600"
2017,WISCONSIN,55,"  ","   ",YEAR,"FARM OPERATIONS","14,300,000",221,"64,800"
2017,WYOMING,56,"  ","   ",YEAR,"FARM OPERATIONS","29,000,000","2,437","11,900"
2018,ALABAMA,01,"  ","   ",YEAR,"FARM OPERATIONS","8,500,000",214,"39,700"
2018,ALASKA,02,"  ","   ",YEAR,"FARM OPERATIONS","850,000",850,"1,000"
2018,ARIZONA,04,"  ","   ",YEAR,"FARM OPERATIONS","26,200,000","1,365","19,200"
2018,ARKANSAS,05,"  ","   ",YEAR,"FARM OPERATIONS","13,900,000",327,"42,500"
2018,CALIFORNIA,06,"  ","   ",YEAR,"FARM OPERATIONS","24,300,000",350,"69,400"
2018,COLORADO,08,"  ","   ",YEAR,"FARM OPERATIONS","31,800,000",817,"38,900"
2018,CONNECTICUT,09,"  ","   ",YEAR,"FARM OPERATIONS","380,000",69,"5,500"
2018,DELAWARE,10,"  ","   ",YEAR,"FARM OPERATIONS","530,000",230,"2,300"
2018,FLORIDA,12,"  ","   ",YEAR,"FARM OPERATIONS","9,700,000",204,"47,500"
2018,GEORGIA,13,"  ","   ",YEAR,"FARM OPERATIONS","10,100,000",243,"41,600"
2018,HAWAII,15,"  ","   ",YEAR,"FARM OPERATIONS","1,100,000",151,"7,300"
2018,IDAHO,16,"  ","   ",YEAR,"FARM OPERATIONS","11,600,000",468,"24,800"
2018,ILLINOIS,17,"  ","   ",YEAR,"FARM OPERATIONS","27,000,000",375,"72,000"
2018,INDIANA,18,"  ","   ",YEAR,"FARM OPERATIONS","15,000,000",267,"56,100"
2018,IOWA,19,"  ","   ",YEAR,"FARM OPERATIONS","30,600,000",356,"86,000"
2018,KANSAS,20,"  ","   ",YEAR,"FARM OPERATIONS","45,800,000",778,"58,900"
2018,KENTUCKY,21,"  ","   ",YEAR,"FARM OPERATIONS","12,900,000",172,"75,100"
2018,LOUISIANA,22,"  ","   ",YEAR,"FARM OPERATIONS","8,000,000",292,"27,400"
2018,MAINE,23,"  ","   ",YEAR,"FARM OPERATIONS","1,300,000",171,"7,600"
2018,MARYLAND,24,"  ","   ",YEAR,"FARM OPERATIONS","2,000,000",161,"12,400"
2018,MASSACHUSETTS,25,"  ","   ",YEAR,"FARM OPERATIONS","500,000",69,"7,200"
2018,MICHIGAN,26,"  ","   ",YEAR,"FARM OPERATIONS","9,800,000",209,"47,000"
2018,MINNESOTA,27,"  ","   ",YEAR,"FARM OPERATIONS","25,500,000",372,"68,500"
2018,MISSISSIPPI,28,"  ","   ",YEAR,"FARM OPERATIONS","10,400,000",300,"34,700"
2018,MISSOURI,29,"  ","   ",YEAR,"FARM OPERATIONS","27,700,000",292,"95,000"
2018,MONTANA,30,"  ","   ",YEAR,"FARM OPERATIONS","58,000,000","2,156","26,900"
2018,NEBRASKA,31,"  ","   ",YEAR,"FARM OPERATIONS","45,000,000",980,"45,900"
2018,NEVADA,32,"  ","   ",YEAR,"FARM OPERATIONS","6,100,000","1,794","3,400"
2018,"NEW HAMPSHIRE",33,"  ","   ",YEAR,"FARM OPERATIONS","430,000",105,"4,100"
2018,"NEW JERSEY",34,"  ","   ",YEAR,"FARM OPERATIONS","750,000",76,"9,900"
2018,"NEW MEXICO",35,"  ","   ",YEAR,"FARM OPERATIONS","40,500,000","1,640","24,700"
2018,"NEW YORK",36,"  ","   ",YEAR,"FARM OPERATIONS","6,900,000",207,"33,400"
2018,"NORTH CAROLINA",37,"  ","   ",YEAR,"FARM OPERATIONS","8,400,000",181,"46,400"
2018,"NORTH DAKOTA",38,"  ","   ",YEAR,"FARM OPERATIONS","39,300,000","1,506","26,100"
2018,OHIO,39,"  ","   ",YEAR,"FARM OPERATIONS","13,900,000",179,"77,800"
2018,OKLAHOMA,40,"  ","   ",YEAR,"FARM OPERATIONS","34,200,000",442,"77,300"
2018,OREGON,41,"  ","   ",YEAR,"FARM OPERATIONS","16,000,000",430,"37,200"
2018,"OTHER STATES","  ","  ","   ",YEAR,"FARM OPERATIONS",0," ",0
2018,PENNSYLVANIA,42,"  ","   ",YEAR,"FARM OPERATIONS","7,300,000",138,"53,000"
2018,"RHODE ISLAND",44,"  ","   ",YEAR,"FARM OPERATIONS","60,000",55,"1,100"
2018,"SOUTH CAROLINA",45,"  ","   ",YEAR,"FARM OPERATIONS","4,800,000",195,"24,600"
2018,"SOUTH DAKOTA",46,"  ","   ",YEAR,"FARM OPERATIONS","43,200,000","1,459","29,600"
2018,TENNESSEE,47,"  ","   ",YEAR,"FARM OPERATIONS","10,900,000",156,"70,000"
2018,TEXAS,48,"  ","   ",YEAR,"FARM OPERATIONS","127,000,000",514,"247,000"
2018,UTAH,49,"  ","   ",YEAR,"FARM OPERATIONS","10,700,000",591,"18,100"
2018,VERMONT,50,"  ","   ",YEAR,"FARM OPERATIONS","1,200,000",176,"6,800"
2018,VIRGINIA,51,"  ","   ",YEAR,"FARM OPERATIONS","7,800,000",184,"42,500"
2018,WASHINGTON,53,"  ","   ",YEAR,"FARM OPERATIONS","14,700,000",412,"35,700"
2018,"WEST VIRGINIA",54,"  ","   ",YEAR,"FARM OPERATIONS","3,600,000",154,"23,400"
2018,WISCONSIN,55,"  ","   ",YEAR,"FARM OPERATIONS","14,300,000",221,"64,800"
2018,WYOMING,56,"  ","   ",YEAR,"FARM OPERATIONS","29,000,000","2,437","11,900"
