LOCATION,YEAR,MONTH,Cooling_degree_days,Anomaly
NEBRASKA,2009,10,0,-7
NEBRASKA,2009,11,0,0
NEBRASKA,2009,12,0,0
NEBRASKA,2010,01,0,0
NEBRASKA,2010,02,0,0
NEBRASKA,2010,03,0,-4
NEBRASKA,2010,04,12,8
NEBRASKA,2010,05,40,-27
NEBRASKA,2010,06,227,6
NEBRASKA,2010,07,338,-7
NEBRASKA,2010,08,351,75
NEBRASKA,2010,09,99,-8
NEBRASKA,2010,10,12,5
NEBRASKA,2010,11,0,0
NEBRASKA,2010,12,0,0
NEBRASKA,2011,01,0,0
NEBRASKA,2011,02,0,0
NEBRASKA,2011,03,0,-4
NEBRASKA,2011,04,0,-4
NEBRASKA,2011,05,46,-21
NEBRASKA,2011,06,196,-25
NEBRASKA,2011,07,438,93
NEBRASKA,2011,08,289,13
NEBRASKA,2011,09,45,-62
NEBRASKA,2011,10,9,2
NEBRASKA,2011,11,0,0
NEBRASKA,2011,12,0,0
NEBRASKA,2012,01,0,0
NEBRASKA,2012,02,0,0
NEBRASKA,2012,03,38,34
NEBRASKA,2012,04,13,9
NEBRASKA,2012,05,122,55
NEBRASKA,2012,06,273,52
NEBRASKA,2012,07,500,155
NEBRASKA,2012,08,269,-7
NEBRASKA,2012,09,91,-16
NEBRASKA,2012,10,0,-7
NEBRASKA,2012,11,0,0
NEBRASKA,2012,12,0,0
NEBRASKA,2013,01,0,0
NEBRASKA,2013,02,0,0
NEBRASKA,2013,03,0,-4
NEBRASKA,2013,04,0,-4
NEBRASKA,2013,05,48,-19
NEBRASKA,2013,06,193,-28
NEBRASKA,2013,07,291,-54
NEBRASKA,2013,08,299,23
NEBRASKA,2013,09,170,63
NEBRASKA,2013,10,4,-3
NEBRASKA,2013,11,0,0
NEBRASKA,2013,12,0,0
NEBRASKA,2014,01,0,0
NEBRASKA,2014,02,0,0
NEBRASKA,2014,03,0,-4
NEBRASKA,2014,04,0,-4
NEBRASKA,2014,05,63,-4
NEBRASKA,2014,06,199,-22
NEBRASKA,2014,07,220,-125
NEBRASKA,2014,08,261,-15
NEBRASKA,2014,09,78,-29
NEBRASKA,2014,10,9,2
NEBRASKA,2014,11,0,0
NEBRASKA,2014,12,0,0
NEBRASKA,2015,01,0,0
NEBRASKA,2015,02,0,0
NEBRASKA,2015,03,5,1
NEBRASKA,2015,04,6,2
NEBRASKA,2015,05,41,-26
NEBRASKA,2015,06,205,-16
NEBRASKA,2015,07,298,-47
NEBRASKA,2015,08,215,-61
NEBRASKA,2015,09,179,72
NEBRASKA,2015,10,13,6
NEBRASKA,2015,11,0,0
NEBRASKA,2015,12,0,0
NEBRASKA,2016,01,0,0
NEBRASKA,2016,02,0,0
NEBRASKA,2016,03,11,7
NEBRASKA,2016,04,5,1
NEBRASKA,2016,05,47,-20
NEBRASKA,2016,06,320,99
NEBRASKA,2016,07,319,-26
NEBRASKA,2016,08,262,-14
NEBRASKA,2016,09,129,22
NEBRASKA,2016,10,14,7
NEBRASKA,2016,11,0,0
NEBRASKA,2016,12,0,0
NEBRASKA,2017,01,0,0
NEBRASKA,2017,02,0,0
NEBRASKA,2017,03,1,-3
NEBRASKA,2017,04,4,0
NEBRASKA,2017,05,47,-20
NEBRASKA,2017,06,253,32
NEBRASKA,2017,07,380,35
NEBRASKA,2017,08,175,-101
NEBRASKA,2017,09,131,24
NEBRASKA,2017,10,6,-1
NEBRASKA,2017,11,0,0
NEBRASKA,2017,12,0,0
NEBRASKA,2018,01,0,0
NEBRASKA,2018,02,0,0
NEBRASKA,2018,03,0,-4
NEBRASKA,2018,04,0,-4
NEBRASKA,2018,05,142,75
NEBRASKA,2018,06,296,75
NEBRASKA,2018,07,299,-46
NEBRASKA,2018,08,244,-32
NEBRASKA,2018,09,129,22
NEBRASKA,2018,10,0,-7
NEBRASKA,2018,11,0,0
NEBRASKA,2018,12,0,0
NEBRASKA,2019,01,0,0
NEVADA,1996,01,0,-1
NEVADA,1996,02,7,5
NEVADA,1996,03,15,-4
NEVADA,1996,04,75,18
NEVADA,1996,05,205,15
NEVADA,1996,06,412,-6
NEVADA,1996,07,637,35
NEVADA,1996,08,573,47
NEVADA,1996,09,263,-50
NEVADA,1996,10,64,-24
NEVADA,1996,11,5,-1
NEVADA,1996,12,0,0
NEVADA,1997,01,0,-1
NEVADA,1997,02,0,-2
NEVADA,1997,03,29,10
NEVADA,1997,04,43,-14
NEVADA,1997,05,293,103
NEVADA,1997,06,341,-77
NEVADA,1997,07,480,-122
NEVADA,1997,08,532,6
NEVADA,1997,09,298,-15
NEVADA,1997,10,61,-27
NEVADA,1997,11,4,-2
NEVADA,1997,12,0,0
NEVADA,1998,01,0,-1
NEVADA,1998,02,0,-2
NEVADA,1998,03,7,-12
NEVADA,1998,04,15,-42
NEVADA,1998,05,76,-114
NEVADA,1998,06,224,-194
NEVADA,1998,07,568,-34
NEVADA,1998,08,566,40
NEVADA,1998,09,255,-58
NEVADA,1998,10,46,-42
NEVADA,1998,11,0,-6
NEVADA,1998,12,0,0
NEVADA,1999,01,0,-1
NEVADA,1999,02,0,-2
NEVADA,1999,03,15,-4
NEVADA,1999,04,14,-43
NEVADA,1999,05,140,-50
NEVADA,1999,06,328,-90
NEVADA,1999,07,486,-116
NEVADA,1999,08,464,-62
NEVADA,1999,09,294,-19
NEVADA,1999,10,118,30
NEVADA,1999,11,11,5
NEVADA,1999,12,0,0
NEVADA,2000,01,0,-1
NEVADA,2000,02,4,2
NEVADA,2000,03,10,-9
NEVADA,2000,04,94,37
NEVADA,2000,05,256,66
NEVADA,2000,06,443,25
NEVADA,2000,07,547,-55
NEVADA,2000,08,534,8
NEVADA,2000,09,285,-28
NEVADA,2000,10,62,-26
NEVADA,2000,11,0,-6
NEVADA,2000,12,0,0
NEVADA,2001,01,0,-1
NEVADA,2001,02,0,-2
NEVADA,2001,03,16,-3
NEVADA,2001,04,37,-20
NEVADA,2001,05,301,111
NEVADA,2001,06,417,-1
NEVADA,2001,07,521,-81
NEVADA,2001,08,574,48
NEVADA,2001,09,362,49
NEVADA,2001,10,124,36
NEVADA,2001,11,7,1
NEVADA,2001,12,0,0
NEVADA,2002,01,0,-1
NEVADA,2002,02,0,-2
NEVADA,2002,03,6,-13
NEVADA,2002,04,84,27
NEVADA,2002,05,168,-22
NEVADA,2002,06,436,18
NEVADA,2002,07,651,49
NEVADA,2002,08,509,-17
NEVADA,2002,09,307,-6
NEVADA,2002,10,60,-28
NEVADA,2002,11,6,0
NEVADA,2002,12,0,0
NEVADA,2003,01,9,8
NEVADA,2003,02,0,-2
NEVADA,2003,03,12,-7
NEVADA,2003,04,24,-33
NEVADA,2003,05,189,-1
NEVADA,2003,06,427,9
NEVADA,2003,07,670,68
NEVADA,2003,08,527,1
NEVADA,2003,09,359,46
NEVADA,2003,10,183,95
NEVADA,2003,11,0,-6
NEVADA,2003,12,0,0
NEVADA,2004,01,0,-1
NEVADA,2004,02,0,-2
NEVADA,2004,03,55,36
NEVADA,2004,04,58,1
NEVADA,2004,05,198,8
NEVADA,2004,06,405,-13
NEVADA,2004,07,577,-25
NEVADA,2004,08,484,-42
NEVADA,2004,09,259,-54
NEVADA,2004,10,54,-34
NEVADA,2004,11,0,-6
NEVADA,2004,12,0,0
NEVADA,2005,01,0,-1
NEVADA,2005,02,0,-2
NEVADA,2005,03,10,-9
NEVADA,2005,04,29,-28
NEVADA,2005,05,186,-4
NEVADA,2005,06,305,-113
NEVADA,2005,07,638,36
NEVADA,2005,08,490,-36
NEVADA,2005,09,245,-68
NEVADA,2005,10,83,-5
NEVADA,2005,11,8,2
NEVADA,2005,12,0,0
NEVADA,2006,01,0,-1
NEVADA,2006,02,4,2
NEVADA,2006,03,0,-19
NEVADA,2006,04,42,-15
NEVADA,2006,05,253,63
NEVADA,2006,06,466,48
NEVADA,2006,07,637,35
NEVADA,2006,08,496,-30
NEVADA,2006,09,252,-61
NEVADA,2006,10,52,-36
NEVADA,2006,11,7,1
NEVADA,2006,12,0,0
NEVADA,2007,01,0,-1
NEVADA,2007,02,4,2
NEVADA,2007,03,34,15
NEVADA,2007,04,75,18
NEVADA,2007,05,237,47
NEVADA,2007,06,427,9
NEVADA,2007,07,657,55
NEVADA,2007,08,550,24
NEVADA,2007,09,279,-34
NEVADA,2007,10,70,-18
NEVADA,2007,11,13,7
NEVADA,2007,12,0,0
NEVADA,2008,01,0,-1
NEVADA,2008,02,0,-2
NEVADA,2008,03,14,-5
NEVADA,2008,04,48,-9
NEVADA,2008,05,123,-67
NEVADA,2008,06,399,-19
NEVADA,2008,07,593,-9
NEVADA,2008,08,567,41
NEVADA,2008,09,332,19
NEVADA,2008,10,96,8
NEVADA,2008,11,12,6
NEVADA,2008,12,0,0
NEVADA,2009,01,0,-1
NEVADA,2009,02,0,-2
NEVADA,2009,03,10,-9
NEVADA,2009,04,38,-19
NEVADA,2009,05,299,109
NEVADA,2009,06,289,-129
NEVADA,2009,07,620,18
NEVADA,2009,08,496,-30
NEVADA,2009,09,376,63
NEVADA,2009,10,45,-43
NEVADA,2009,11,7,1
NEVADA,2009,12,0,0
NEVADA,2010,01,0,-1
NEVADA,2010,02,0,-2
NEVADA,2010,03,7,-12
NEVADA,2010,04,22,-35
NEVADA,2010,05,82,-108
NEVADA,2010,06,373,-45
NEVADA,2010,07,630,28
NEVADA,2010,08,489,-37
NEVADA,2010,09,329,16
NEVADA,2010,10,85,-3
NEVADA,2010,11,0,-6
NEVADA,2010,12,0,0
NEVADA,2011,01,0,-1
NEVADA,2011,02,0,-2
NEVADA,2011,03,10,-9
NEVADA,2011,04,38,-19
NEVADA,2011,05,85,-105
NEVADA,2011,06,318,-100
NEVADA,2011,07,523,-79
NEVADA,2011,08,560,34
NEVADA,2011,09,341,28
NEVADA,2011,10,85,-3
NEVADA,2011,11,0,-6
NEVADA,2011,12,0,0
NEVADA,2012,01,0,-1
NEVADA,2012,02,0,-2
NEVADA,2012,03,12,-7
NEVADA,2012,04,70,13
NEVADA,2012,05,242,52
NEVADA,2012,06,417,-1
NEVADA,2012,07,549,-53
NEVADA,2012,08,581,55
NEVADA,2012,09,367,54
NEVADA,2012,10,99,11
NEVADA,2012,11,10,4
NEVADA,2012,12,0,0
NEVADA,2013,01,0,-1
NEVADA,2013,02,0,-2
NEVADA,2013,03,29,10
NEVADA,2013,04,73,16
NEVADA,2013,05,185,-5
NEVADA,2013,06,469,51
NEVADA,2013,07,633,31
NEVADA,2013,08,486,-40
NEVADA,2013,09,255,-58
NEVADA,2013,10,40,-48
NEVADA,2013,11,4,-2
NEVADA,2013,12,0,0
NEVADA,2014,01,6,5
NEVADA,2014,02,7,5
NEVADA,2014,03,21,2
NEVADA,2014,04,69,12
NEVADA,2014,05,192,2
NEVADA,2014,06,418,0
NEVADA,2014,07,617,15
NEVADA,2014,08,438,-88
NEVADA,2014,09,341,28
NEVADA,2014,10,137,49
NEVADA,2014,11,7,1
NEVADA,2014,12,0,0
NEVADA,2015,01,4,3
NEVADA,2015,02,14,12
NEVADA,2015,03,46,27
NEVADA,2015,04,58,1
NEVADA,2015,05,119,-71
NEVADA,2015,06,494,76
NEVADA,2015,07,482,-120
NEVADA,2015,08,557,31
NEVADA,2015,09,373,60
NEVADA,2015,10,130,42
NEVADA,2015,11,0,-6
NEVADA,2015,12,0,0
NEVADA,2016,01,0,-1
NEVADA,2016,02,8,6
NEVADA,2016,03,23,4
NEVADA,2016,04,55,-2
NEVADA,2016,05,134,-56
NEVADA,2016,06,506,88
NEVADA,2016,07,603,1
NEVADA,2016,08,522,-4
NEVADA,2016,09,261,-52
NEVADA,2016,10,116,28
NEVADA,2016,11,10,4
NEVADA,2016,12,0,0
NEVADA,2017,01,0,-1
NEVADA,2017,02,5,3
NEVADA,2017,03,35,16
NEVADA,2017,04,63,6
NEVADA,2017,05,170,-20
NEVADA,2017,06,475,57
NEVADA,2017,07,637,35
NEVADA,2017,08,551,25
NEVADA,2017,09,251,-62
NEVADA,2017,10,94,6
NEVADA,2017,11,17,11
NEVADA,2017,12,0,0
NEVADA,2018,01,6,5
NEVADA,2018,02,0,-2
NEVADA,2018,03,10,-9
NEVADA,2018,04,99,42
NEVADA,2018,05,194,4
NEVADA,2018,06,453,35
NEVADA,2018,07,654,52
NEVADA,2018,08,578,52
NEVADA,2018,09,375,62
NEVADA,2018,10,64,-24
NEVADA,2018,11,4,-2
NEVADA,2018,12,0,0
NEVADA,2019,01,0,-1
NEW HAMPSHIRE,1996,01,0,0
NEW HAMPSHIRE,1996,02,0,0
NEW HAMPSHIRE,1996,03,0,0
NEW HAMPSHIRE,1996,04,0,0
NEW HAMPSHIRE,1996,05,0,-5
NEW HAMPSHIRE,1996,06,43,7
NEW HAMPSHIRE,1996,07,88,-48
NEW HAMPSHIRE,1996,08,97,-16
NEW HAMPSHIRE,1996,09,8,-9
NEW HAMPSHIRE,1996,10,0,0
NEW HAMPSHIRE,1996,11,0,0
NEW HAMPSHIRE,1996,12,0,0
NEW HAMPSHIRE,1997,01,0,0
NEW HAMPSHIRE,1997,02,0,0
NEW HAMPSHIRE,1997,03,0,0
NEW HAMPSHIRE,1997,04,0,0
NEW HAMPSHIRE,1997,05,0,-5
NEW HAMPSHIRE,1997,06,37,1
NEW HAMPSHIRE,1997,07,90,-46
NEW HAMPSHIRE,1997,08,73,-40
NEW HAMPSHIRE,1997,09,0,-17
NEW HAMPSHIRE,1997,10,0,0
NEW HAMPSHIRE,1997,11,0,0
NEW HAMPSHIRE,1997,12,0,0
NEW HAMPSHIRE,1998,01,0,0
NEW HAMPSHIRE,1998,02,0,0
NEW HAMPSHIRE,1998,03,0,0
NEW HAMPSHIRE,1998,04,0,0
NEW HAMPSHIRE,1998,05,14,9
NEW HAMPSHIRE,1998,06,22,-14
NEW HAMPSHIRE,1998,07,118,-18
NEW HAMPSHIRE,1998,08,112,-1
NEW HAMPSHIRE,1998,09,11,-6
NEW HAMPSHIRE,1998,10,0,0
NEW HAMPSHIRE,1998,11,0,0
NEW HAMPSHIRE,1998,12,0,0
NEW HAMPSHIRE,1999,01,0,0
NEW HAMPSHIRE,1999,02,0,0
NEW HAMPSHIRE,1999,03,0,0
NEW HAMPSHIRE,1999,04,0,0
NEW HAMPSHIRE,1999,05,6,1
NEW HAMPSHIRE,1999,06,87,51
NEW HAMPSHIRE,1999,07,172,36
NEW HAMPSHIRE,1999,08,78,-35
NEW HAMPSHIRE,1999,09,27,10
NEW HAMPSHIRE,1999,10,0,0
NEW HAMPSHIRE,1999,11,0,0
NEW HAMPSHIRE,1999,12,0,0
NEW HAMPSHIRE,2000,01,0,0
NEW HAMPSHIRE,2000,02,0,0
NEW HAMPSHIRE,2000,03,0,0
NEW HAMPSHIRE,2000,04,0,0
NEW HAMPSHIRE,2000,05,0,-5
NEW HAMPSHIRE,2000,06,25,-11
NEW HAMPSHIRE,2000,07,53,-83
NEW HAMPSHIRE,2000,08,59,-54
NEW HAMPSHIRE,2000,09,0,-17
NEW HAMPSHIRE,2000,10,0,0
NEW HAMPSHIRE,2000,11,0,0
NEW HAMPSHIRE,2000,12,0,0
NEW HAMPSHIRE,2001,01,0,0
NEW HAMPSHIRE,2001,02,0,0
NEW HAMPSHIRE,2001,03,0,0
NEW HAMPSHIRE,2001,04,0,0
NEW HAMPSHIRE,2001,05,6,1
NEW HAMPSHIRE,2001,06,59,23
NEW HAMPSHIRE,2001,07,64,-72
NEW HAMPSHIRE,2001,08,160,47
NEW HAMPSHIRE,2001,09,9,-8
NEW HAMPSHIRE,2001,10,0,0
NEW HAMPSHIRE,2001,11,0,0
NEW HAMPSHIRE,2001,12,0,0
NEW HAMPSHIRE,2002,01,0,0
NEW HAMPSHIRE,2002,02,0,0
NEW HAMPSHIRE,2002,03,0,0
NEW HAMPSHIRE,2002,04,0,0
NEW HAMPSHIRE,2002,05,0,-5
NEW HAMPSHIRE,2002,06,17,-19
NEW HAMPSHIRE,2002,07,134,-2
NEW HAMPSHIRE,2002,08,158,45
NEW HAMPSHIRE,2002,09,29,12
NEW HAMPSHIRE,2002,10,0,0
NEW HAMPSHIRE,2002,11,0,0
NEW HAMPSHIRE,2002,12,0,0
NEW HAMPSHIRE,2003,01,0,0
NEW HAMPSHIRE,2003,02,0,0
NEW HAMPSHIRE,2003,03,0,0
NEW HAMPSHIRE,2003,04,0,0
NEW HAMPSHIRE,2003,05,0,-5
NEW HAMPSHIRE,2003,06,33,-3
NEW HAMPSHIRE,2003,07,134,-2
NEW HAMPSHIRE,2003,08,139,26
NEW HAMPSHIRE,2003,09,9,-8
NEW HAMPSHIRE,2003,10,0,0
NEW HAMPSHIRE,2003,11,0,0
NEW HAMPSHIRE,2003,12,0,0
NEW HAMPSHIRE,2004,01,0,0
NEW HAMPSHIRE,2004,02,0,0
NEW HAMPSHIRE,2004,03,0,0
NEW HAMPSHIRE,2004,04,0,0
NEW HAMPSHIRE,2004,05,7,2
NEW HAMPSHIRE,2004,06,13,-23
NEW HAMPSHIRE,2004,07,88,-48
NEW HAMPSHIRE,2004,08,97,-16
NEW HAMPSHIRE,2004,09,10,-7
NEW HAMPSHIRE,2004,10,0,0
NEW HAMPSHIRE,2004,11,0,0
NEW HAMPSHIRE,2004,12,0,0
NEW HAMPSHIRE,2005,01,0,0
NEW HAMPSHIRE,2005,02,0,0
NEW HAMPSHIRE,2005,03,0,0
NEW HAMPSHIRE,2005,04,0,0
NEW HAMPSHIRE,2005,05,0,-5
NEW HAMPSHIRE,2005,06,84,48
NEW HAMPSHIRE,2005,07,156,20
NEW HAMPSHIRE,2005,08,136,23
NEW HAMPSHIRE,2005,09,27,10
NEW HAMPSHIRE,2005,10,0,0
NEW HAMPSHIRE,2005,11,0,0
NEW HAMPSHIRE,2005,12,0,0
NEW HAMPSHIRE,2006,01,0,0
NEW HAMPSHIRE,2006,02,0,0
NEW HAMPSHIRE,2006,03,0,0
NEW HAMPSHIRE,2006,04,0,0
NEW HAMPSHIRE,2006,05,0,-5
NEW HAMPSHIRE,2006,06,51,15
NEW HAMPSHIRE,2006,07,195,59
NEW HAMPSHIRE,2006,08,68,-45
NEW HAMPSHIRE,2006,09,5,-12
NEW HAMPSHIRE,2006,10,0,0
NEW HAMPSHIRE,2006,11,0,0
NEW HAMPSHIRE,2006,12,0,0
NEW HAMPSHIRE,2007,01,0,0
NEW HAMPSHIRE,2007,02,0,0
NEW HAMPSHIRE,2007,03,0,0
NEW HAMPSHIRE,2007,04,0,0
NEW HAMPSHIRE,2007,05,6,1
NEW HAMPSHIRE,2007,06,34,-2
NEW HAMPSHIRE,2007,07,93,-43
NEW HAMPSHIRE,2007,08,97,-16
NEW HAMPSHIRE,2007,09,13,-4
NEW HAMPSHIRE,2007,10,0,0
NEW HAMPSHIRE,2007,11,0,0
NEW HAMPSHIRE,2007,12,0,0
NEW HAMPSHIRE,2008,01,0,0
NEW HAMPSHIRE,2008,02,0,0
NEW HAMPSHIRE,2008,03,0,0
NEW HAMPSHIRE,2008,04,0,0
NEW HAMPSHIRE,2008,05,0,-5
NEW HAMPSHIRE,2008,06,51,15
NEW HAMPSHIRE,2008,07,150,14
NEW HAMPSHIRE,2008,08,64,-49
NEW HAMPSHIRE,2008,09,9,-8
NEW HAMPSHIRE,2008,10,0,0
NEW HAMPSHIRE,2008,11,0,0
NEW HAMPSHIRE,2008,12,0,0
NEW HAMPSHIRE,2009,01,0,0
NEW HAMPSHIRE,2009,02,0,0
NEW HAMPSHIRE,2009,03,0,0
NEW HAMPSHIRE,2009,04,0,0
NEW HAMPSHIRE,2009,05,0,-5
NEW HAMPSHIRE,2009,06,13,-23
NEW HAMPSHIRE,2009,07,56,-80
NEW HAMPSHIRE,2009,08,122,9
NEW HAMPSHIRE,2009,09,0,-17
NEW HAMPSHIRE,2009,10,0,0
NEW HAMPSHIRE,2009,11,0,0
NEW HAMPSHIRE,2009,12,0,0
NEW HAMPSHIRE,2010,01,0,0
NEW HAMPSHIRE,2010,02,0,0
NEW HAMPSHIRE,2010,03,0,0
NEW HAMPSHIRE,2010,04,0,0
NEW HAMPSHIRE,2010,05,12,7
NEW HAMPSHIRE,2010,06,47,11
NEW HAMPSHIRE,2010,07,208,72
NEW HAMPSHIRE,2010,08,105,-8
NEW HAMPSHIRE,2010,09,21,4
NEW HAMPSHIRE,2010,10,0,0
NEW HAMPSHIRE,2010,11,0,0
NEW HAMPSHIRE,2010,12,0,0
NEW HAMPSHIRE,2011,01,0,0
NEW HAMPSHIRE,2011,02,0,0
NEW HAMPSHIRE,2011,03,0,0
NEW HAMPSHIRE,2011,04,0,0
NEW HAMPSHIRE,2011,05,8,3
NEW HAMPSHIRE,2011,06,29,-7
NEW HAMPSHIRE,2011,07,174,38
NEW HAMPSHIRE,2011,08,106,-7
NEW HAMPSHIRE,2011,09,27,10
NEW HAMPSHIRE,2011,10,0,0
NEW HAMPSHIRE,2011,11,0,0
NEW HAMPSHIRE,2011,12,0,0
NEW HAMPSHIRE,2012,01,0,0
NEW HAMPSHIRE,2012,02,0,0
NEW HAMPSHIRE,2012,03,0,0
NEW HAMPSHIRE,2012,04,0,0
NEW HAMPSHIRE,2012,05,12,7
NEW HAMPSHIRE,2012,06,29,-7
NEW HAMPSHIRE,2012,07,171,35
NEW HAMPSHIRE,2012,08,151,38
NEW HAMPSHIRE,2012,09,8,-9
NEW HAMPSHIRE,2012,10,0,0
NEW HAMPSHIRE,2012,11,0,0
NEW HAMPSHIRE,2012,12,0,0
NEW HAMPSHIRE,2013,01,0,0
NEW HAMPSHIRE,2013,02,0,0
NEW HAMPSHIRE,2013,03,0,0
NEW HAMPSHIRE,2013,04,0,0
NEW HAMPSHIRE,2013,05,6,1
NEW HAMPSHIRE,2013,06,45,9
NEW HAMPSHIRE,2013,07,211,75
NEW HAMPSHIRE,2013,08,79,-34
NEW HAMPSHIRE,2013,09,7,-10
NEW HAMPSHIRE,2013,10,0,0
NEW HAMPSHIRE,2013,11,0,0
NEW HAMPSHIRE,2013,12,0,0
NEW HAMPSHIRE,2014,01,0,0
NEW HAMPSHIRE,2014,02,0,0
NEW HAMPSHIRE,2014,03,0,0
NEW HAMPSHIRE,2014,04,0,0
NEW HAMPSHIRE,2014,05,0,-5
NEW HAMPSHIRE,2014,06,38,2
NEW HAMPSHIRE,2014,07,139,3
NEW HAMPSHIRE,2014,08,62,-51
NEW HAMPSHIRE,2014,09,8,-9
NEW HAMPSHIRE,2014,10,0,0
NEW HAMPSHIRE,2014,11,0,0
NEW HAMPSHIRE,2014,12,0,0
NEW HAMPSHIRE,2015,01,0,0
NEW HAMPSHIRE,2015,02,0,0
NEW HAMPSHIRE,2015,03,0,0
NEW HAMPSHIRE,2015,04,0,0
NEW HAMPSHIRE,2015,05,23,18
NEW HAMPSHIRE,2015,06,13,-23
NEW HAMPSHIRE,2015,07,115,-21
NEW HAMPSHIRE,2015,08,134,21
NEW HAMPSHIRE,2015,09,45,28
NEW HAMPSHIRE,2015,10,0,0
NEW HAMPSHIRE,2015,11,0,0
NEW HAMPSHIRE,2015,12,0,0
NEW HAMPSHIRE,2016,01,0,0
NEW HAMPSHIRE,2016,02,0,0
NEW HAMPSHIRE,2016,03,0,0
NEW HAMPSHIRE,2016,04,0,0
NEW HAMPSHIRE,2016,05,6,1
NEW HAMPSHIRE,2016,06,40,4
NEW HAMPSHIRE,2016,07,155,19
NEW HAMPSHIRE,2016,08,152,39
NEW HAMPSHIRE,2016,09,23,6
NEW HAMPSHIRE,2016,10,0,0
NEW HAMPSHIRE,2016,11,0,0
NEW HAMPSHIRE,2016,12,0,0
NEW HAMPSHIRE,2017,01,0,0
NEW HAMPSHIRE,2017,02,0,0
NEW HAMPSHIRE,2017,03,0,0
NEW HAMPSHIRE,2017,04,0,0
NEW HAMPSHIRE,2017,05,0,-5
NEW HAMPSHIRE,2017,06,37,1
NEW HAMPSHIRE,2017,07,105,-31
NEW HAMPSHIRE,2017,08,70,-43
NEW HAMPSHIRE,2017,09,39,22
NEW HAMPSHIRE,2017,10,0,0
NEW HAMPSHIRE,2017,11,0,0
NEW HAMPSHIRE,2017,12,0,0
NEW HAMPSHIRE,2018,01,0,0
NEW HAMPSHIRE,2018,02,0,0
NEW HAMPSHIRE,2018,03,0,0
NEW HAMPSHIRE,2018,04,0,0
NEW HAMPSHIRE,2018,05,14,9
NEW HAMPSHIRE,2018,06,25,-11
NEW HAMPSHIRE,2018,07,191,55
NEW HAMPSHIRE,2018,08,179,66
NEW HAMPSHIRE,2018,09,28,11
NEW HAMPSHIRE,2018,10,0,0
NEW HAMPSHIRE,2018,11,0,0
NEW HAMPSHIRE,2018,12,0,0
NEW HAMPSHIRE,2019,01,0,0
NEW JERSEY,1996,01,0,0
NEW JERSEY,1996,02,0,0
NEW JERSEY,1996,03,0,0
NEW JERSEY,1996,04,0,0
NEW JERSEY,1996,05,10,-29
NEW JERSEY,1996,06,150,-14
NEW JERSEY,1996,07,199,-109
NEW JERSEY,1996,08,208,-60
NEW JERSEY,1996,09,77,-25
NEW JERSEY,1996,10,3,-6
NEW JERSEY,1996,11,0,0
NEW JERSEY,1996,12,0,0
NEW JERSEY,1997,01,0,0
NEW JERSEY,1997,02,0,0
NEW JERSEY,1997,03,0,0
NEW JERSEY,1997,04,0,0
NEW JERSEY,1997,05,4,-35
NEW JERSEY,1997,06,99,-65
NEW JERSEY,1997,07,267,-41
NEW JERSEY,1997,08,183,-85
NEW JERSEY,1997,09,50,-52
NEW JERSEY,1997,10,3,-6
NEW JERSEY,1997,11,0,0
NEW JERSEY,1997,12,0,0
NEW JERSEY,1998,01,0,0
NEW JERSEY,1998,02,0,0
NEW JERSEY,1998,03,0,0
NEW JERSEY,1998,04,0,0
NEW JERSEY,1998,05,50,11
NEW JERSEY,1998,06,113,-51
NEW JERSEY,1998,07,278,-30
NEW JERSEY,1998,08,276,8
NEW JERSEY,1998,09,114,12
NEW JERSEY,1998,10,4,-5
NEW JERSEY,1998,11,0,0
NEW JERSEY,1998,12,0,0
NEW JERSEY,1999,01,0,0
NEW JERSEY,1999,02,0,0
NEW JERSEY,1999,03,0,0
NEW JERSEY,1999,04,0,0
NEW JERSEY,1999,05,22,-17
NEW JERSEY,1999,06,167,3
NEW JERSEY,1999,07,405,97
NEW JERSEY,1999,08,264,-4
NEW JERSEY,1999,09,94,-8
NEW JERSEY,1999,10,0,-9
NEW JERSEY,1999,11,0,0
NEW JERSEY,1999,12,0,0
NEW JERSEY,2000,01,0,0
NEW JERSEY,2000,02,0,0
NEW JERSEY,2000,03,0,0
NEW JERSEY,2000,04,0,0
NEW JERSEY,2000,05,34,-5
NEW JERSEY,2000,06,155,-9
NEW JERSEY,2000,07,178,-130
NEW JERSEY,2000,08,183,-85
NEW JERSEY,2000,09,50,-52
NEW JERSEY,2000,10,4,-5
NEW JERSEY,2000,11,0,0
NEW JERSEY,2000,12,0,0
NEW JERSEY,2001,01,0,0
NEW JERSEY,2001,02,0,0
NEW JERSEY,2001,03,0,0
NEW JERSEY,2001,04,0,0
NEW JERSEY,2001,05,30,-9
NEW JERSEY,2001,06,174,10
NEW JERSEY,2001,07,185,-123
NEW JERSEY,2001,08,315,47
NEW JERSEY,2001,09,55,-47
NEW JERSEY,2001,10,4,-5
NEW JERSEY,2001,11,0,0
NEW JERSEY,2001,12,0,0
NEW JERSEY,2002,01,0,0
NEW JERSEY,2002,02,0,0
NEW JERSEY,2002,03,0,0
NEW JERSEY,2002,04,0,0
NEW JERSEY,2002,05,15,-24
NEW JERSEY,2002,06,152,-12
NEW JERSEY,2002,07,335,27
NEW JERSEY,2002,08,323,55
NEW JERSEY,2002,09,106,4
NEW JERSEY,2002,10,4,-5
NEW JERSEY,2002,11,0,0
NEW JERSEY,2002,12,0,0
NEW JERSEY,2003,01,0,0
