YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,"AREA HARVESTED in ACRES","AREA PLANTED in ACRES","PRODUCTION in BU","YIELD in BU / ACRE","PRODUCTION in $","PRICE RECEIVED in $ / BU"
2011,"NORTH CAROLINA",37,"  ","   ",YEAR,SOYBEANS,"1,360,000","1,380,000","41,480,000",30.5,"501,908,000"," "
2011,"NORTH CAROLINA",37,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",12.1
2011,"NORTH DAKOTA",38,"  ","   ",YEAR,SOYBEANS,"3,960,000","4,000,000","114,840,000",29,"1,366,596,000"," "
2011,"NORTH DAKOTA",38,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",11.9
2011,OHIO,39,"  ","   ",YEAR,SOYBEANS,"4,540,000","4,550,000","217,920,000",48,"2,832,960,000"," "
2011,OHIO,39,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",13
2011,OKLAHOMA,40,"  ","   ",YEAR,SOYBEANS,"265,000","440,000","3,445,000",13,"40,996,000"," "
2011,OKLAHOMA,40,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",11.9
2011,PENNSYLVANIA,42,"  ","   ",YEAR,SOYBEANS,"490,000","500,000","21,560,000",44,"269,500,000"," "
2011,PENNSYLVANIA,42,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",12.5
2011,"SOUTH CAROLINA",45,"  ","   ",YEAR,SOYBEANS,"360,000","370,000","9,180,000",25.5,"110,160,000"," "
2011,"SOUTH CAROLINA",45,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",12
2011,"SOUTH DAKOTA",46,"  ","   ",YEAR,SOYBEANS,"4,070,000","4,100,000","150,590,000",37,"1,837,198,000"," "
2011,"SOUTH DAKOTA",46,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",12.2
2011,TENNESSEE,47,"  ","   ",YEAR,SOYBEANS,"1,260,000","1,290,000","40,320,000",32,"491,904,000"," "
2011,TENNESSEE,47,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",12.2
2011,TEXAS,48,"  ","   ",YEAR,SOYBEANS,"90,000","165,000","1,710,000",19,"20,520,000"," "
2011,TEXAS,48,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",12
2011,VIRGINIA,51,"  ","   ",YEAR,SOYBEANS,"550,000","560,000","22,000,000",40,"266,200,000"," "
2011,VIRGINIA,51,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",12.1
2011,"WEST VIRGINIA",54,"  ","   ",YEAR,SOYBEANS,"19,000","20,000","817,000",43,"10,131,000"," "
2011,"WEST VIRGINIA",54,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",12.4
2011,WISCONSIN,55,"  ","   ",YEAR,SOYBEANS,"1,610,000","1,620,000","75,670,000",47,"938,308,000"," "
2011,WISCONSIN,55,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",12.4
2012,ALABAMA,01,"  ","   ",YEAR,SOYBEANS,"335,000","340,000","15,075,000",45,"220,095,000"," "
2012,ALABAMA,01,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",14.6
2012,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"3,150,000","3,200,000","137,025,000",43.5,"1,959,458,000"," "
2012,ARKANSAS,05,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",14.3
2012,DELAWARE,10,"  ","   ",YEAR,SOYBEANS,"168,000","170,000","7,140,000",42.5,"102,816,000"," "
2012,DELAWARE,10,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",14.4
2012,FLORIDA,12,"  ","   ",YEAR,SOYBEANS,"20,000","21,000","780,000",39,"10,920,000"," "
2012,FLORIDA,12,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",14
2012,GEORGIA,13,"  ","   ",YEAR,SOYBEANS,"215,000","220,000","8,063,000",37.5,"117,720,000"," "
2012,GEORGIA,13,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",14.6
2012,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"8,930,000","9,050,000","383,990,000",43,"5,606,254,000"," "
2012,ILLINOIS,17,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",14.6
2012,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"5,120,000","5,150,000","225,280,000",44,"3,311,616,000"," "
2012,INDIANA,18,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",14.7
2012,IOWA,19,"  ","   ",YEAR,SOYBEANS,"9,310,000","9,350,000","418,950,000",45,"6,032,880,000"," "
2012,IOWA,19,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",14.4
2012,KANSAS,20,"  ","   ",YEAR,SOYBEANS,"3,820,000","4,000,000","87,860,000",23,"1,256,398,000"," "
2012,KANSAS,20,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",14.3
2012,KENTUCKY,21,"  ","   ",YEAR,SOYBEANS,"1,470,000","1,480,000","58,800,000",40,"852,600,000"," "
2012,KENTUCKY,21,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",14.5
2012,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"1,115,000","1,130,000","51,848,000",46.5,"762,166,000"," "
2012,LOUISIANA,22,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",14.7
2012,MARYLAND,24,"  ","   ",YEAR,SOYBEANS,"475,000","480,000","22,325,000",47,"317,015,000"," "
2012,MARYLAND,24,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",14.2
2012,MICHIGAN,26,"  ","   ",YEAR,SOYBEANS,"1,990,000","2,000,000","85,570,000",43,"1,197,980,000"," "
2012,MICHIGAN,26,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",14
2012,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"7,000,000","7,050,000","304,500,000",43.5,"4,354,350,000"," "
2012,MINNESOTA,27,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",14.3
2012,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"1,950,000","1,970,000","87,750,000",45,"1,272,375,000"," "
2012,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",14.5
2012,MISSOURI,29,"  ","   ",YEAR,SOYBEANS,"5,270,000","5,400,000","158,100,000",30,"2,292,450,000"," "
2012,MISSOURI,29,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",14.5
2012,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"4,990,000","5,050,000","207,085,000",41.5,"2,919,899,000"," "
2012,NEBRASKA,31,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",14.1
2012,"NEW JERSEY",34,"  ","   ",YEAR,SOYBEANS,"94,000","96,000","3,666,000",39,"50,957,000"," "
2012,"NEW JERSEY",34,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",13.9
2012,"NEW YORK",36,"  ","   ",YEAR,SOYBEANS,"312,000","315,000","14,352,000",46,"195,187,000"," "
2012,"NEW YORK",36,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",13.6
2012,"NORTH CAROLINA",37,"  ","   ",YEAR,SOYBEANS,"1,580,000","1,590,000","62,410,000",39.5,"873,740,000"," "
2012,"NORTH CAROLINA",37,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",14
2012,"NORTH DAKOTA",38,"  ","   ",YEAR,SOYBEANS,"4,730,000","4,750,000","163,185,000",34.5,"2,284,590,000"," "
2012,"NORTH DAKOTA",38,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",14
2012,OHIO,39,"  ","   ",YEAR,SOYBEANS,"4,590,000","4,600,000","206,550,000",45,"3,015,630,000"," "
2012,OHIO,39,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",14.6
2012,OKLAHOMA,40,"  ","   ",YEAR,SOYBEANS,"260,000","420,000","3,900,000",15,"56,160,000"," "
2012,OKLAHOMA,40,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",14.4
2012,PENNSYLVANIA,42,"  ","   ",YEAR,SOYBEANS,"520,000","530,000","24,960,000",48,"354,432,000"," "
2012,PENNSYLVANIA,42,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",14.2
2012,"SOUTH CAROLINA",45,"  ","   ",YEAR,SOYBEANS,"370,000","380,000","12,580,000",34,"182,410,000"," "
2012,"SOUTH CAROLINA",45,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",14.5
2012,"SOUTH DAKOTA",46,"  ","   ",YEAR,SOYBEANS,"4,720,000","4,750,000","143,960,000",30.5,"2,044,232,000"," "
2012,"SOUTH DAKOTA",46,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",14.2
2012,TENNESSEE,47,"  ","   ",YEAR,SOYBEANS,"1,230,000","1,260,000","46,740,000",38,"682,404,000"," "
2012,TENNESSEE,47,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",14.6
2012,TEXAS,48,"  ","   ",YEAR,SOYBEANS,"110,000","125,000","2,860,000",26,"41,756,000"," "
2012,TEXAS,48,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",14.6
2012,VIRGINIA,51,"  ","   ",YEAR,SOYBEANS,"580,000","590,000","24,360,000",42,"341,040,000"," "
2012,VIRGINIA,51,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",14
2012,"WEST VIRGINIA",54,"  ","   ",YEAR,SOYBEANS,"20,000","21,000","980,000",49,"14,014,000"," "
2012,"WEST VIRGINIA",54,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",14.3
2012,WISCONSIN,55,"  ","   ",YEAR,SOYBEANS,"1,700,000","1,710,000","71,400,000",42,"999,600,000"," "
2012,WISCONSIN,55,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",14
2013,ALABAMA,01,"  ","   ",YEAR,SOYBEANS,"430,000","440,000","18,705,000",43.5,"241,295,000"," "
2013,ALABAMA,01,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",12.9
2013,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"3,240,000","3,270,000","140,940,000",43.5,"1,846,314,000"," "
2013,ARKANSAS,05,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",13.1
2013,DELAWARE,10,"  ","   ",YEAR,SOYBEANS,"163,000","165,000","6,602,000",40.5,"81,865,000"," "
2013,DELAWARE,10,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",12.4
2013,FLORIDA,12,"  ","   ",YEAR,SOYBEANS,"30,000","32,000","1,230,000",41,"14,514,000"," "
2013,FLORIDA,12,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",11.8
2013,GEORGIA,13,"  ","   ",YEAR,SOYBEANS,"230,000","235,000","9,315,000",40.5,"123,890,000"," "
2013,GEORGIA,13,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",13.3
2013,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"9,480,000","9,500,000","474,000,000",50,"6,256,800,000"," "
2013,ILLINOIS,17,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",13.2
2013,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"5,190,000","5,200,000","267,285,000",51.5,"3,528,162,000"," "
2013,INDIANA,18,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",13.2
2013,IOWA,19,"  ","   ",YEAR,SOYBEANS,"9,250,000","9,300,000","420,875,000",45.5,"5,513,463,000"," "
2013,IOWA,19,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",13.1
2013,KANSAS,20,"  ","   ",YEAR,SOYBEANS,"3,540,000","3,600,000","130,980,000",37,"1,676,544,000"," "
2013,KANSAS,20,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",12.8
2013,KENTUCKY,21,"  ","   ",YEAR,SOYBEANS,"1,660,000","1,670,000","83,000,000",50,"1,087,300,000"," "
2013,KENTUCKY,21,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",13.1
2013,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"1,120,000","1,130,000","54,320,000",48.5,"727,888,000"," "
2013,LOUISIANA,22,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",13.4
2013,MARYLAND,24,"  ","   ",YEAR,SOYBEANS,"480,000","485,000","18,960,000",39.5,"235,104,000"," "
2013,MARYLAND,24,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",12.4
2013,MICHIGAN,26,"  ","   ",YEAR,SOYBEANS,"1,920,000","1,930,000","85,440,000",44.5,"1,102,176,000"," "
2013,MICHIGAN,26,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",12.9
2013,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"6,620,000","6,700,000","278,040,000",42,"3,586,716,000"," "
2013,MINNESOTA,27,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",12.9
2013,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"1,990,000","2,010,000","91,540,000",46,"1,208,328,000"," "
2013,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",13.2
2013,MISSOURI,29,"  ","   ",YEAR,SOYBEANS,"5,610,000","5,650,000","201,960,000",36,"2,645,676,000"," "
2013,MISSOURI,29,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",13.1
2013,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"4,770,000","4,800,000","255,195,000",53.5,"3,240,977,000"," "
2013,NEBRASKA,31,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",12.7
2013,"NEW JERSEY",34,"  ","   ",YEAR,SOYBEANS,"88,000","90,000","3,476,000",39.5,"43,102,000"," "
2013,"NEW JERSEY",34,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",12.4
2013,"NEW YORK",36,"  ","   ",YEAR,SOYBEANS,"278,000","280,000","13,344,000",48,"170,803,000"," "
2013,"NEW YORK",36,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",12.8
2013,"NORTH CAROLINA",37,"  ","   ",YEAR,SOYBEANS,"1,450,000","1,480,000","48,575,000",33.5,"636,333,000"," "
2013,"NORTH CAROLINA",37,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",13.1
2013,"NORTH DAKOTA",38,"  ","   ",YEAR,SOYBEANS,"4,630,000","4,650,000","141,215,000",30.5,"1,751,066,000"," "
2013,"NORTH DAKOTA",38,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",12.4
2013,OHIO,39,"  ","   ",YEAR,SOYBEANS,"4,490,000","4,500,000","222,255,000",49.5,"2,889,315,000"," "
2013,OHIO,39,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",13
2013,OKLAHOMA,40,"  ","   ",YEAR,SOYBEANS,"335,000","345,000","10,218,000",30.5,"131,812,000"," "
2013,OKLAHOMA,40,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",12.9
2013,PENNSYLVANIA,42,"  ","   ",YEAR,SOYBEANS,"535,000","540,000","26,215,000",49,"340,795,000"," "
2013,PENNSYLVANIA,42,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",13
2013,"SOUTH CAROLINA",45,"  ","   ",YEAR,SOYBEANS,"310,000","320,000","8,835,000",28.5,"117,506,000"," "
2013,"SOUTH CAROLINA",45,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",13.3
2013,"SOUTH DAKOTA",46,"  ","   ",YEAR,SOYBEANS,"4,580,000","4,600,000","185,490,000",40.5,"2,318,625,000"," "
2013,"SOUTH DAKOTA",46,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",12.5
2013,TENNESSEE,47,"  ","   ",YEAR,SOYBEANS,"1,550,000","1,580,000","72,075,000",46.5,"936,975,000"," "
2013,TENNESSEE,47,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",13
2013,TEXAS,48,"  ","   ",YEAR,SOYBEANS,"92,000","105,000","2,346,000",25.5,"29,560,000"," "
2013,TEXAS,48,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",12.6
2013,VIRGINIA,51,"  ","   ",YEAR,SOYBEANS,"600,000","610,000","23,100,000",38.5,"300,300,000"," "
2013,VIRGINIA,51,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",13
2013,"WEST VIRGINIA",54,"  ","   ",YEAR,SOYBEANS,"22,000","23,000","1,023,000",46.5,"13,197,000"," "
2013,"WEST VIRGINIA",54,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",12.9
2013,WISCONSIN,55,"  ","   ",YEAR,SOYBEANS,"1,550,000","1,580,000","60,450,000",39,"773,760,000"," "
2013,WISCONSIN,55,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",12.8
2014,ALABAMA,01,"  ","   ",YEAR,SOYBEANS,"470,000","480,000","18,800,000",40,"188,000,000"," "
2014,ALABAMA,01,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",10
2014,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"3,200,000","3,230,000","158,400,000",49.5,"1,679,040,000"," "
2014,ARKANSAS,05,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",10.6
2014,DELAWARE,10,"  ","   ",YEAR,SOYBEANS,"183,000","185,000","8,693,000",47.5,"83,453,000"," "
2014,DELAWARE,10,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.6
2014,FLORIDA,12,"  ","   ",YEAR,SOYBEANS,"37,000","39,000","1,591,000",43,"14,160,000"," "
2014,FLORIDA,12,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8.9
2014,GEORGIA,13,"  ","   ",YEAR,SOYBEANS,"290,000","300,000","11,600,000",40,"121,800,000"," "
2014,GEORGIA,13,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",10.5
2014,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"9,770,000","9,800,000","547,120,000",56,"5,580,624,000"," "
2014,ILLINOIS,17,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",10.2
2014,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"5,440,000","5,450,000","301,920,000",55.5,"3,079,584,000"," "
2014,INDIANA,18,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",10.2
2014,IOWA,19,"  ","   ",YEAR,SOYBEANS,"9,770,000","9,850,000","498,270,000",51,"4,962,769,000"," "
2014,IOWA,19,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.96
2014,KANSAS,20,"  ","   ",YEAR,SOYBEANS,"3,960,000","4,000,000","140,580,000",35.5,"1,353,785,000"," "
2014,KANSAS,20,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.63
2014,KENTUCKY,21,"  ","   ",YEAR,SOYBEANS,"1,750,000","1,760,000","83,125,000",47.5,"872,813,000"," "
2014,KENTUCKY,21,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",10.5
2014,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"1,395,000","1,410,000","78,818,000",56.5,"859,116,000"," "
2014,LOUISIANA,22,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",10.9
2014,MARYLAND,24,"  ","   ",YEAR,SOYBEANS,"505,000","510,000","23,230,000",46,"228,119,000"," "
2014,MARYLAND,24,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.82
2014,MICHIGAN,26,"  ","   ",YEAR,SOYBEANS,"2,040,000","2,050,000","86,700,000",42.5,"875,670,000"," "
2014,MICHIGAN,26,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",10.1
2014,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"7,270,000","7,350,000","301,705,000",41.5,"3,004,982,000"," "
2014,MINNESOTA,27,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.96
2014,MISSISSIPPI,28,"  ","   ",YEAR,SOYBEANS,"2,190,000","2,210,000","113,880,000",52,"1,252,680,000"," "
2014,MISSISSIPPI,28,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",11
2014,MISSOURI,29,"  ","   ",YEAR,SOYBEANS,"5,590,000","5,650,000","259,935,000",46.5,"2,596,751,000"," "
2014,MISSOURI,29,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.99
2014,NEBRASKA,31,"  ","   ",YEAR,SOYBEANS,"5,330,000","5,400,000","287,820,000",54,"2,800,489,000"," "
2014,NEBRASKA,31,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.73
2014,"NEW JERSEY",34,"  ","   ",YEAR,SOYBEANS,"103,000","105,000","4,532,000",44,"44,640,000"," "
2014,"NEW JERSEY",34,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.85
2014,"NEW YORK",36,"  ","   ",YEAR,SOYBEANS,"327,000","330,000","14,552,000",44.5,"141,009,000"," "
2014,"NEW YORK",36,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.69
2014,"NORTH CAROLINA",37,"  ","   ",YEAR,SOYBEANS,"1,730,000","1,750,000","69,200,000",40,"705,840,000"," "
2014,"NORTH CAROLINA",37,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",10.2
2014,"NORTH DAKOTA",38,"  ","   ",YEAR,SOYBEANS,"5,870,000","5,900,000","202,515,000",34.5,"1,921,867,000"," "
2014,"NORTH DAKOTA",38,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.49
2014,OHIO,39,"  ","   ",YEAR,SOYBEANS,"4,690,000","4,700,000","246,225,000",52.5,"2,536,118,000"," "
2014,OHIO,39,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",10.3
2014,OKLAHOMA,40,"  ","   ",YEAR,SOYBEANS,"365,000","375,000","10,220,000",28,"101,178,000"," "
2014,OKLAHOMA,40,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.9
2014,PENNSYLVANIA,42,"  ","   ",YEAR,SOYBEANS,"585,000","590,000","28,665,000",49,"280,917,000"," "
2014,PENNSYLVANIA,42,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.8
2014,"SOUTH CAROLINA",45,"  ","   ",YEAR,SOYBEANS,"440,000","450,000","15,400,000",35,"158,620,000"," "
2014,"SOUTH CAROLINA",45,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",10.3
2014,"SOUTH DAKOTA",46,"  ","   ",YEAR,SOYBEANS,"5,110,000","5,150,000","229,950,000",45,"2,154,632,000"," "
2014,"SOUTH DAKOTA",46,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.37
2014,TENNESSEE,47,"  ","   ",YEAR,SOYBEANS,"1,610,000","1,640,000","74,060,000",46,"785,036,000"," "
2014,TENNESSEE,47,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",10.6
2014,TEXAS,48,"  ","   ",YEAR,SOYBEANS,"135,000","155,000","5,198,000",38.5,"49,641,000"," "
2014,TEXAS,48,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.55
2014,VIRGINIA,51,"  ","   ",YEAR,SOYBEANS,"640,000","650,000","25,280,000",39.5,"250,272,000"," "
2014,VIRGINIA,51,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.9
2014,"WEST VIRGINIA",54,"  ","   ",YEAR,SOYBEANS,"26,000","27,000","1,326,000",51,"13,260,000"," "
2014,"WEST VIRGINIA",54,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",10
2014,WISCONSIN,55,"  ","   ",YEAR,SOYBEANS,"1,790,000","1,800,000","78,760,000",44,"787,600,000"," "
2014,WISCONSIN,55,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",10
2015,ALABAMA,01,"  ","   ",YEAR,SOYBEANS,"490,000","500,000","20,090,000",41,"179,806,000"," "
2015,ALABAMA,01,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8.95
2015,ARKANSAS,05,"  ","   ",YEAR,SOYBEANS,"3,170,000","3,200,000","155,330,000",49,"1,469,422,000"," "
2015,ARKANSAS,05,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.46
2015,DELAWARE,10,"  ","   ",YEAR,SOYBEANS,"173,000","175,000","6,920,000",40,"63,456,000"," "
2015,DELAWARE,10,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.17
2015,FLORIDA,12,"  ","   ",YEAR,SOYBEANS,"29,000","33,000","1,102,000",38,"8,816,000"," "
2015,FLORIDA,12,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8
2015,GEORGIA,13,"  ","   ",YEAR,SOYBEANS,"310,000","325,000","13,330,000",43,"123,303,000"," "
2015,GEORGIA,13,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.25
2015,ILLINOIS,17,"  ","   ",YEAR,SOYBEANS,"9,720,000","9,800,000","544,320,000",56,"5,002,301,000"," "
2015,ILLINOIS,17,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.19
2015,INDIANA,18,"  ","   ",YEAR,SOYBEANS,"5,500,000","5,550,000","275,000,000",50,"2,519,000,000"," "
2015,INDIANA,18,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.16
2015,IOWA,19,"  ","   ",YEAR,SOYBEANS,"9,800,000","9,850,000","553,700,000",56.5,"4,933,467,000"," "
2015,IOWA,19,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8.91
2015,KANSAS,20,"  ","   ",YEAR,SOYBEANS,"3,860,000","3,900,000","148,610,000",38.5,"1,272,102,000"," "
2015,KANSAS,20,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8.56
2015,KENTUCKY,21,"  ","   ",YEAR,SOYBEANS,"1,810,000","1,840,000","88,690,000",49,"819,496,000"," "
2015,KENTUCKY,21,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.24
2015,LOUISIANA,22,"  ","   ",YEAR,SOYBEANS,"1,390,000","1,430,000","56,990,000",41,"555,083,000"," "
2015,LOUISIANA,22,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.74
2015,MARYLAND,24,"  ","   ",YEAR,SOYBEANS,"515,000","520,000","20,600,000",40,"187,666,000"," "
2015,MARYLAND,24,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",9.11
2015,MICHIGAN,26,"  ","   ",YEAR,SOYBEANS,"2,020,000","2,030,000","98,980,000",49,"873,004,000"," "
2015,MICHIGAN,26,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8.82
2015,MINNESOTA,27,"  ","   ",YEAR,SOYBEANS,"7,550,000","7,600,000","377,500,000",50,"3,303,125,000"," "
2015,MINNESOTA,27,"  ","   ","MARKETING YEAR",SOYBEANS," "," "," "," "," ",8.75
