YEAR,LOCATION,WEEK_NUM,STATE_ANSI,FERTILIZER,APPLICATIONS_IN_LB_FERTILIZER,APPLICATIONS_IN_LB_/_ACRE_/_APPLICATION_AVG_FERTILIZER,APPLICATIONS_IN_LB_/_ACRE_/_YEAR_AVG_FERTILIZER,APPLICATIONS_IN_NUMBER_AVG_FERTILIZER,TREATED_IN_PCT_OF_AREA_PLANTED_AVG_FERTILIZER,AREA_OPERATED_IN_ACRES,AREA_OPERATED_IN_ACRES_/_OPERATION,OPERATIONS_IN_OPERATIONS,AREA_HARVESTED_IN_ACRES,AREA_PLANTED_IN_ACRES,PRODUCTION_IN_BU,PRODUCTION_IN_$,PRICE_RECEIVED_IN_$_/_BU,CONDITION_IN_PCT_VERY_POOR,CONDITION_IN_PCT_GOOD,CONDITION_IN_PCT_FAIR,CONDITION_IN_PCT_POOR,CONDITION_IN_PCT_EXCELLENT,CONDITION_5_YEAR_AVG_IN_PCT_EXCELLENT,CONDITION_5_YEAR_AVG_IN_PCT_GOOD,CONDITION_5_YEAR_AVG_IN_PCT_POOR,CONDITION_5_YEAR_AVG_IN_PCT_VERY_POOR,CONDITION_5_YEAR_AVG_IN_PCT_FAIR,CONDITION_PREVIOUS_YEAR_IN_PCT_POOR,CONDITION_PREVIOUS_YEAR_IN_PCT_GOOD,CONDITION_PREVIOUS_YEAR_IN_PCT_VERY_POOR,CONDITION_PREVIOUS_YEAR_IN_PCT_EXCELLENT,CONDITION_PREVIOUS_YEAR_IN_PCT_FAIR,YIELD_IN_BU_/_ACRE
1996,ILLINOIS,33,17,NITROGEN,32400000,22,22,1,15,27900000,353,79000,9850000,9900000,398925000,3011884000,7.55,6,30,42,20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.5
1996,ILLINOIS,29,17,PHOSPHATE,128300000,55,56,1,23,27900000,353,79000,9850000,9900000,398925000,3011884000,7.55,5,32,42,18,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.5
1996,ILLINOIS,29,17,POTASH,329600000,99,99,1,34,27900000,353,79000,9850000,9900000,398925000,3011884000,7.55,5,32,42,18,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.5
1996,ILLINOIS,29,17,NITROGEN,32400000,22,22,1,15,27900000,353,79000,9850000,9900000,398925000,3011884000,7.55,5,32,42,18,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.5
1996,ILLINOIS,30,17,PHOSPHATE,128300000,55,56,1,23,27900000,353,79000,9850000,9900000,398925000,3011884000,7.55,3,32,42,15,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.5
1996,ILLINOIS,30,17,POTASH,329600000,99,99,1,34,27900000,353,79000,9850000,9900000,398925000,3011884000,7.55,3,32,42,15,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.5
1996,ILLINOIS,30,17,NITROGEN,32400000,22,22,1,15,27900000,353,79000,9850000,9900000,398925000,3011884000,7.55,3,32,42,15,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.5
1996,ILLINOIS,35,17,PHOSPHATE,128300000,55,56,1,23,27900000,353,79000,9850000,9900000,398925000,3011884000,7.55,6,35,37,16,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.5
1996,ILLINOIS,35,17,POTASH,329600000,99,99,1,34,27900000,353,79000,9850000,9900000,398925000,3011884000,7.55,6,35,37,16,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.5
1996,ILLINOIS,35,17,NITROGEN,32400000,22,22,1,15,27900000,353,79000,9850000,9900000,398925000,3011884000,7.55,6,35,37,16,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.5
1996,ILLINOIS,31,17,PHOSPHATE,128300000,55,56,1,23,27900000,353,79000,9850000,9900000,398925000,3011884000,7.55,6,36,38,16,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.5
1996,ILLINOIS,31,17,POTASH,329600000,99,99,1,34,27900000,353,79000,9850000,9900000,398925000,3011884000,7.55,6,36,38,16,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.5
1996,ILLINOIS,31,17,NITROGEN,32400000,22,22,1,15,27900000,353,79000,9850000,9900000,398925000,3011884000,7.55,6,36,38,16,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.5
1996,INDIANA,30,18,NITROGEN,37900000,26,31,1.2,23,15600000,236,66000,5300000,5350000,230550000,1519325000,7.34,3,36,42,14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5
1996,INDIANA,30,18,POTASH,240700000,99,102,1,44,15600000,236,66000,5300000,5350000,230550000,1519325000,7.34,3,36,42,14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5
1996,INDIANA,30,18,PHOSPHATE,79100000,44,45,1,33,15600000,236,66000,5300000,5350000,230550000,1519325000,7.34,3,36,42,14,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5
1996,INDIANA,37,18,NITROGEN,37900000,26,31,1.2,23,15600000,236,66000,5300000,5350000,230550000,1519325000,7.34,6,31,43,16,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5
1996,INDIANA,37,18,POTASH,240700000,99,102,1,44,15600000,236,66000,5300000,5350000,230550000,1519325000,7.34,6,31,43,16,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5
1996,INDIANA,37,18,PHOSPHATE,79100000,44,45,1,33,15600000,236,66000,5300000,5350000,230550000,1519325000,7.34,6,31,43,16,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5
1996,INDIANA,33,18,NITROGEN,37900000,26,31,1.2,23,15600000,236,66000,5300000,5350000,230550000,1519325000,7.34,6,30,42,17,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5
1996,INDIANA,33,18,POTASH,240700000,99,102,1,44,15600000,236,66000,5300000,5350000,230550000,1519325000,7.34,6,30,42,17,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5
1996,INDIANA,33,18,PHOSPHATE,79100000,44,45,1,33,15600000,236,66000,5300000,5350000,230550000,1519325000,7.34,6,30,42,17,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5
1996,INDIANA,36,18,NITROGEN,37900000,26,31,1.2,23,15600000,236,66000,5300000,5350000,230550000,1519325000,7.34,6,31,40,19,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5
1996,INDIANA,36,18,POTASH,240700000,99,102,1,44,15600000,236,66000,5300000,5350000,230550000,1519325000,7.34,6,31,40,19,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5
1996,INDIANA,36,18,PHOSPHATE,79100000,44,45,1,33,15600000,236,66000,5300000,5350000,230550000,1519325000,7.34,6,31,40,19,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5
1996,INDIANA,39,18,NITROGEN,37900000,26,31,1.2,23,15600000,236,66000,5300000,5350000,230550000,1519325000,7.34,5,37,42,13,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5
1996,INDIANA,39,18,POTASH,240700000,99,102,1,44,15600000,236,66000,5300000,5350000,230550000,1519325000,7.34,5,37,42,13,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5
1996,INDIANA,39,18,PHOSPHATE,79100000,44,45,1,33,15600000,236,66000,5300000,5350000,230550000,1519325000,7.34,5,37,42,13,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5
1996,INDIANA,26,18,NITROGEN,37900000,26,31,1.2,23,15600000,236,66000,5300000,5350000,230550000,1519325000,7.34,2,37,45,11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5
1996,INDIANA,26,18,POTASH,240700000,99,102,1,44,15600000,236,66000,5300000,5350000,230550000,1519325000,7.34,2,37,45,11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5
1996,INDIANA,26,18,PHOSPHATE,79100000,44,45,1,33,15600000,236,66000,5300000,5350000,230550000,1519325000,7.34,2,37,45,11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5
1996,INDIANA,38,18,NITROGEN,37900000,26,31,1.2,23,15600000,236,66000,5300000,5350000,230550000,1519325000,7.34,4,37,40,17,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5
1996,INDIANA,38,18,POTASH,240700000,99,102,1,44,15600000,236,66000,5300000,5350000,230550000,1519325000,7.34,4,37,40,17,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5
1996,INDIANA,38,18,PHOSPHATE,79100000,44,45,1,33,15600000,236,66000,5300000,5350000,230550000,1519325000,7.34,4,37,40,17,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5
1996,INDIANA,31,18,NITROGEN,37900000,26,31,1.2,23,15600000,236,66000,5300000,5350000,230550000,1519325000,7.34,3,40,38,13,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5
1996,INDIANA,31,18,POTASH,240700000,99,102,1,44,15600000,236,66000,5300000,5350000,230550000,1519325000,7.34,3,40,38,13,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5
1996,INDIANA,31,18,PHOSPHATE,79100000,44,45,1,33,15600000,236,66000,5300000,5350000,230550000,1519325000,7.34,3,40,38,13,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5
1996,INDIANA,41,18,NITROGEN,37900000,26,31,1.2,23,15600000,236,66000,5300000,5350000,230550000,1519325000,7.34,3,37,43,13,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5
1996,INDIANA,41,18,POTASH,240700000,99,102,1,44,15600000,236,66000,5300000,5350000,230550000,1519325000,7.34,3,37,43,13,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5
1996,INDIANA,41,18,PHOSPHATE,79100000,44,45,1,33,15600000,236,66000,5300000,5350000,230550000,1519325000,7.34,3,37,43,13,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5
1996,INDIANA,29,18,NITROGEN,37900000,26,31,1.2,23,15600000,236,66000,5300000,5350000,230550000,1519325000,7.34,4,32,41,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5
1996,INDIANA,29,18,POTASH,240700000,99,102,1,44,15600000,236,66000,5300000,5350000,230550000,1519325000,7.34,4,32,41,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5
1996,INDIANA,29,18,PHOSPHATE,79100000,44,45,1,33,15600000,236,66000,5300000,5350000,230550000,1519325000,7.34,4,32,41,17,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5
1996,INDIANA,40,18,NITROGEN,37900000,26,31,1.2,23,15600000,236,66000,5300000,5350000,230550000,1519325000,7.34,3,37,41,15,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5
1996,INDIANA,40,18,POTASH,240700000,99,102,1,44,15600000,236,66000,5300000,5350000,230550000,1519325000,7.34,3,37,41,15,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5
1996,INDIANA,40,18,PHOSPHATE,79100000,44,45,1,33,15600000,236,66000,5300000,5350000,230550000,1519325000,7.34,3,37,41,15,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5
1996,INDIANA,28,18,NITROGEN,37900000,26,31,1.2,23,15600000,236,66000,5300000,5350000,230550000,1519325000,7.34,5,34,41,18,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5
1996,INDIANA,28,18,POTASH,240700000,99,102,1,44,15600000,236,66000,5300000,5350000,230550000,1519325000,7.34,5,34,41,18,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5
1996,INDIANA,28,18,PHOSPHATE,79100000,44,45,1,33,15600000,236,66000,5300000,5350000,230550000,1519325000,7.34,5,34,41,18,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5
1996,INDIANA,34,18,NITROGEN,37900000,26,31,1.2,23,15600000,236,66000,5300000,5350000,230550000,1519325000,7.34,5,32,42,17,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5
1996,INDIANA,34,18,POTASH,240700000,99,102,1,44,15600000,236,66000,5300000,5350000,230550000,1519325000,7.34,5,32,42,17,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5
1996,INDIANA,34,18,PHOSPHATE,79100000,44,45,1,33,15600000,236,66000,5300000,5350000,230550000,1519325000,7.34,5,32,42,17,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5
1996,INDIANA,35,18,NITROGEN,37900000,26,31,1.2,23,15600000,236,66000,5300000,5350000,230550000,1519325000,7.34,5,31,42,17,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5
1996,INDIANA,35,18,POTASH,240700000,99,102,1,44,15600000,236,66000,5300000,5350000,230550000,1519325000,7.34,5,31,42,17,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5
1996,INDIANA,35,18,PHOSPHATE,79100000,44,45,1,33,15600000,236,66000,5300000,5350000,230550000,1519325000,7.34,5,31,42,17,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5
1996,INDIANA,32,18,NITROGEN,37900000,26,31,1.2,23,15600000,236,66000,5300000,5350000,230550000,1519325000,7.34,3,37,41,13,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5
1996,INDIANA,32,18,POTASH,240700000,99,102,1,44,15600000,236,66000,5300000,5350000,230550000,1519325000,7.34,3,37,41,13,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5
1996,INDIANA,32,18,PHOSPHATE,79100000,44,45,1,33,15600000,236,66000,5300000,5350000,230550000,1519325000,7.34,3,37,41,13,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5
1996,INDIANA,27,18,NITROGEN,37900000,26,31,1.2,23,15600000,236,66000,5300000,5350000,230550000,1519325000,7.34,3,36,42,15,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5
1996,INDIANA,27,18,POTASH,240700000,99,102,1,44,15600000,236,66000,5300000,5350000,230550000,1519325000,7.34,3,36,42,15,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5
1996,INDIANA,27,18,PHOSPHATE,79100000,44,45,1,33,15600000,236,66000,5300000,5350000,230550000,1519325000,7.34,3,36,42,15,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5
1996,IOWA,38,19,POTASH,99300000,75,76,1,14,3.3e+07,333,99000,9450000,9500000,415800000,3060288000,7.36,1,55,26,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
1996,IOWA,38,19,PHOSPHATE,55200000,49,49,1,12,3.3e+07,333,99000,9450000,9500000,415800000,3060288000,7.36,1,55,26,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
1996,IOWA,38,19,NITROGEN,19500000,26,26,1,8,3.3e+07,333,99000,9450000,9500000,415800000,3060288000,7.36,1,55,26,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
1996,IOWA,34,19,POTASH,99300000,75,76,1,14,3.3e+07,333,99000,9450000,9500000,415800000,3060288000,7.36,1,53,24,7,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
1996,IOWA,34,19,PHOSPHATE,55200000,49,49,1,12,3.3e+07,333,99000,9450000,9500000,415800000,3060288000,7.36,1,53,24,7,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
1996,IOWA,34,19,NITROGEN,19500000,26,26,1,8,3.3e+07,333,99000,9450000,9500000,415800000,3060288000,7.36,1,53,24,7,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
1996,IOWA,26,19,POTASH,99300000,75,76,1,14,3.3e+07,333,99000,9450000,9500000,415800000,3060288000,7.36,1,55,28,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
1996,IOWA,26,19,PHOSPHATE,55200000,49,49,1,12,3.3e+07,333,99000,9450000,9500000,415800000,3060288000,7.36,1,55,28,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
1996,IOWA,26,19,NITROGEN,19500000,26,26,1,8,3.3e+07,333,99000,9450000,9500000,415800000,3060288000,7.36,1,55,28,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
1996,IOWA,33,19,POTASH,99300000,75,76,1,14,3.3e+07,333,99000,9450000,9500000,415800000,3060288000,7.36,1,52,23,7,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
1996,IOWA,33,19,PHOSPHATE,55200000,49,49,1,12,3.3e+07,333,99000,9450000,9500000,415800000,3060288000,7.36,1,52,23,7,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
1996,IOWA,33,19,NITROGEN,19500000,26,26,1,8,3.3e+07,333,99000,9450000,9500000,415800000,3060288000,7.36,1,52,23,7,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
1996,IOWA,29,19,POTASH,99300000,75,76,1,14,3.3e+07,333,99000,9450000,9500000,415800000,3060288000,7.36,2,48,28,6,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
1996,IOWA,29,19,PHOSPHATE,55200000,49,49,1,12,3.3e+07,333,99000,9450000,9500000,415800000,3060288000,7.36,2,48,28,6,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
1996,IOWA,29,19,NITROGEN,19500000,26,26,1,8,3.3e+07,333,99000,9450000,9500000,415800000,3060288000,7.36,2,48,28,6,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
1996,IOWA,36,19,POTASH,99300000,75,76,1,14,3.3e+07,333,99000,9450000,9500000,415800000,3060288000,7.36,1,54,21,6,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
1996,IOWA,36,19,PHOSPHATE,55200000,49,49,1,12,3.3e+07,333,99000,9450000,9500000,415800000,3060288000,7.36,1,54,21,6,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
1996,IOWA,36,19,NITROGEN,19500000,26,26,1,8,3.3e+07,333,99000,9450000,9500000,415800000,3060288000,7.36,1,54,21,6,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
1996,IOWA,27,19,POTASH,99300000,75,76,1,14,3.3e+07,333,99000,9450000,9500000,415800000,3060288000,7.36,1,52,29,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
1996,IOWA,27,19,PHOSPHATE,55200000,49,49,1,12,3.3e+07,333,99000,9450000,9500000,415800000,3060288000,7.36,1,52,29,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
1996,IOWA,27,19,NITROGEN,19500000,26,26,1,8,3.3e+07,333,99000,9450000,9500000,415800000,3060288000,7.36,1,52,29,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
1996,IOWA,40,19,POTASH,99300000,75,76,1,14,3.3e+07,333,99000,9450000,9500000,415800000,3060288000,7.36,1,57,23,4,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
1996,IOWA,40,19,PHOSPHATE,55200000,49,49,1,12,3.3e+07,333,99000,9450000,9500000,415800000,3060288000,7.36,1,57,23,4,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
1996,IOWA,40,19,NITROGEN,19500000,26,26,1,8,3.3e+07,333,99000,9450000,9500000,415800000,3060288000,7.36,1,57,23,4,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
1996,IOWA,35,19,POTASH,99300000,75,76,1,14,3.3e+07,333,99000,9450000,9500000,415800000,3060288000,7.36,1,53,25,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
1996,IOWA,35,19,PHOSPHATE,55200000,49,49,1,12,3.3e+07,333,99000,9450000,9500000,415800000,3060288000,7.36,1,53,25,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
1996,IOWA,35,19,NITROGEN,19500000,26,26,1,8,3.3e+07,333,99000,9450000,9500000,415800000,3060288000,7.36,1,53,25,5,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
1996,IOWA,41,19,POTASH,99300000,75,76,1,14,3.3e+07,333,99000,9450000,9500000,415800000,3060288000,7.36,1,53,26,4,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
1996,IOWA,41,19,PHOSPHATE,55200000,49,49,1,12,3.3e+07,333,99000,9450000,9500000,415800000,3060288000,7.36,1,53,26,4,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
1996,IOWA,41,19,NITROGEN,19500000,26,26,1,8,3.3e+07,333,99000,9450000,9500000,415800000,3060288000,7.36,1,53,26,4,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
1996,IOWA,31,19,POTASH,99300000,75,76,1,14,3.3e+07,333,99000,9450000,9500000,415800000,3060288000,7.36,2,50,27,7,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
1996,IOWA,31,19,PHOSPHATE,55200000,49,49,1,12,3.3e+07,333,99000,9450000,9500000,415800000,3060288000,7.36,2,50,27,7,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
1996,IOWA,31,19,NITROGEN,19500000,26,26,1,8,3.3e+07,333,99000,9450000,9500000,415800000,3060288000,7.36,2,50,27,7,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
1996,IOWA,37,19,POTASH,99300000,75,76,1,14,3.3e+07,333,99000,9450000,9500000,415800000,3060288000,7.36,1,50,27,6,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
1996,IOWA,37,19,PHOSPHATE,55200000,49,49,1,12,3.3e+07,333,99000,9450000,9500000,415800000,3060288000,7.36,1,50,27,6,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
1996,IOWA,37,19,NITROGEN,19500000,26,26,1,8,3.3e+07,333,99000,9450000,9500000,415800000,3060288000,7.36,1,50,27,6,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
1996,IOWA,30,19,POTASH,99300000,75,76,1,14,3.3e+07,333,99000,9450000,9500000,415800000,3060288000,7.36,1,51,26,7,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
1996,IOWA,30,19,PHOSPHATE,55200000,49,49,1,12,3.3e+07,333,99000,9450000,9500000,415800000,3060288000,7.36,1,51,26,7,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
1996,IOWA,30,19,NITROGEN,19500000,26,26,1,8,3.3e+07,333,99000,9450000,9500000,415800000,3060288000,7.36,1,51,26,7,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
1996,IOWA,32,19,POTASH,99300000,75,76,1,14,3.3e+07,333,99000,9450000,9500000,415800000,3060288000,7.36,1,54,24,7,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
1996,IOWA,32,19,PHOSPHATE,55200000,49,49,1,12,3.3e+07,333,99000,9450000,9500000,415800000,3060288000,7.36,1,54,24,7,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
1996,IOWA,32,19,NITROGEN,19500000,26,26,1,8,3.3e+07,333,99000,9450000,9500000,415800000,3060288000,7.36,1,54,24,7,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
1996,IOWA,39,19,POTASH,99300000,75,76,1,14,3.3e+07,333,99000,9450000,9500000,415800000,3060288000,7.36,1,52,27,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
1996,IOWA,39,19,PHOSPHATE,55200000,49,49,1,12,3.3e+07,333,99000,9450000,9500000,415800000,3060288000,7.36,1,52,27,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
1996,IOWA,39,19,NITROGEN,19500000,26,26,1,8,3.3e+07,333,99000,9450000,9500000,415800000,3060288000,7.36,1,52,27,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
1996,IOWA,28,19,POTASH,99300000,75,76,1,14,3.3e+07,333,99000,9450000,9500000,415800000,3060288000,7.36,1,50,26,7,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
1996,IOWA,28,19,PHOSPHATE,55200000,49,49,1,12,3.3e+07,333,99000,9450000,9500000,415800000,3060288000,7.36,1,50,26,7,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
1996,IOWA,28,19,NITROGEN,19500000,26,26,1,8,3.3e+07,333,99000,9450000,9500000,415800000,3060288000,7.36,1,50,26,7,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44
1996,KANSAS,26,20,NA,NA,NA,NA,NA,NA,47500000,731,65000,2350000,2400000,86950000,558219000,7.17,NA,73,16,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
1996,KANSAS,41,20,NA,NA,NA,NA,NA,NA,47500000,731,65000,2350000,2400000,86950000,558219000,7.17,NA,55,16,1,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
1996,KANSAS,29,20,NA,NA,NA,NA,NA,NA,47500000,731,65000,2350000,2400000,86950000,558219000,7.17,NA,60,23,3,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
1996,KANSAS,34,20,NA,NA,NA,NA,NA,NA,47500000,731,65000,2350000,2400000,86950000,558219000,7.17,1,61,14,2,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
1996,KANSAS,31,20,NA,NA,NA,NA,NA,NA,47500000,731,65000,2350000,2400000,86950000,558219000,7.17,NA,64,16,2,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
1996,KANSAS,40,20,NA,NA,NA,NA,NA,NA,47500000,731,65000,2350000,2400000,86950000,558219000,7.17,NA,63,12,1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
1996,KANSAS,28,20,NA,NA,NA,NA,NA,NA,47500000,731,65000,2350000,2400000,86950000,558219000,7.17,1,68,14,2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
1996,KANSAS,30,20,NA,NA,NA,NA,NA,NA,47500000,731,65000,2350000,2400000,86950000,558219000,7.17,1,60,19,2,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
1996,KANSAS,35,20,NA,NA,NA,NA,NA,NA,47500000,731,65000,2350000,2400000,86950000,558219000,7.17,NA,57,16,2,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
1996,KANSAS,32,20,NA,NA,NA,NA,NA,NA,47500000,731,65000,2350000,2400000,86950000,558219000,7.17,NA,55,20,4,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
1996,KANSAS,39,20,NA,NA,NA,NA,NA,NA,47500000,731,65000,2350000,2400000,86950000,558219000,7.17,NA,58,16,1,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
1996,KANSAS,33,20,NA,NA,NA,NA,NA,NA,47500000,731,65000,2350000,2400000,86950000,558219000,7.17,1,54,19,4,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
1996,KANSAS,36,20,NA,NA,NA,NA,NA,NA,47500000,731,65000,2350000,2400000,86950000,558219000,7.17,NA,59,13,1,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
1996,KANSAS,27,20,NA,NA,NA,NA,NA,NA,47500000,731,65000,2350000,2400000,86950000,558219000,7.17,NA,68,19,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
1996,KANSAS,37,20,NA,NA,NA,NA,NA,NA,47500000,731,65000,2350000,2400000,86950000,558219000,7.17,NA,58,17,1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
